,idx,class,conversation,Augmentation
10,33,기타 괴롭힘 대화,"야 너는 00고등학교 배정되서 어쩌냐
왜 00고등학교가 어떄서?
거기 내신 구리잖아. 애들도 다 돌대가리 아니면 일진뿐이라던데
나는 상관없어 어짜피 공부 잘하니까
뭐가 상관없어 니 친구들도 다 공부못하는 애들이고 노는애들 뿐일텐데
걔네랑 안놀아 나 혼자 지낼거야
너도 걔네처럼 존나 구려지겠지? 나는고등학교가서 집 잘살고 공부잘하는 친구들 많이 사귈건데
그래라
너는 어쩌냐 인생 망했네
그만해","이봐 당신은 00고등학교에 배정되어 어쩌지
왜 00고등학교가 어떻게 된거야?
거기는 네싱리잖아. 애들도 다 돌대가리 아니면 불량배뿐이래
난 상관없어. 어차피 공부할 수 있으니까
뭐가 상관없어. 너의 친구들도 다 공부도 못하고 노는 애들만 있는거 같은데
쟤네랑은 안 놀아. 나 혼자서 지낼꺼니까
너도 쟤처럼 더러워지겠지? 나는 고등학교에 가서 집에서 잘 살고 공부를 잘하는 친구들을 많이 사귈 생각이지만
그래라
당신은 어쩌나, 인생이 엉망이야
그만해"
11,34,기타 괴롭힘 대화,"야 손병신.
하.
한숨 쉬었어? 야 손병신.
그렇게 부르지마.
뭐? 병신한테 병신이라 그러는데.
그렇게 말하지 말라고.
야 병신아. 너 손이 그래서 똥은 어떻게 닦냐?
그런 말 하지 말라고.
이 새끼가 형님이 말하는데 말대답이야?
아 때리지마.
으이구 병신 새끼!","야, 손병신.
아휴.
한숨 쉬었어? 야, 손병신.
그렇게 부르지 마.
어? 병신이한테 병신이라고 하는데.
그렇게 말하지 말라고.
야, 병신아. 너 손이 그래서 똥은 어떻게 닦아?
그런 말 하지 말라고.
이 자식이 형 말에 말대꾸야?
아, 때리지 마.
아이고, 병든 자식아!"
12,35,기타 괴롭힘 대화,"너 내가 쳐다보지 말랬지
미안 근데 본거 아니야
지금 쳐다보고 있잖아
아니야 일부러 본게 아니야
본 거 맞네. 왜 거짓말해? 거짓말은 나쁜거지?
.응
그럼 맞아야겠지?
미안해 잘못했어
뭐가 잘못했는데? 
반성문 쓸게","당신 내가 보지말라고 했잖아
미안하지만 본건 아니야
지금 보고 있잖아
아니, 일부러 본 게 아니야
봤구나. 왜 거짓말을 해? 거짓말은 나쁜거지?
.그래
그러면 맞는 게 낫겠지?
미안, 미안
뭐가 잘못됐어?
반성문을 쓸께"
13,39,기타 괴롭힘 대화,"너 왜 내 사진 합성해서 프로필 사진 한거야?
이게 왜 너야?
맞잖아. 얼굴이랑 근데 몸을 이렇게 합성한 이유가 뭐냐고.
얼굴만 살짝 비슷한데? 뜬금없다.
이거 나 일부러 놀리려고 그런거지? 그리고 남의 사진으로 이러는 거 불법이거든?
아 예예 그래서요? 이거 내가 했다는 증거 있어? 내 핸드폰으로 남이 한 거일 수도 있잖아
그럼 사진 지워.
싫은데?? 웃기잖아 돼지 같고 좋은데 뭐. 야 그리고 돼지얼굴에 돼지 몸 붙여준 게 잘못이야?
뭐? 돼지라니? 너 진짜 말 좀 가려서해.
돼지 아니야? 너 걸을 때마다 꿀꿀 소리내잖아.","너 왜 내 사진 합성해서 프로필 사진 했어?
이게 왜 너야?
맞잖아. 얼굴과 몸을 이렇게 합성한 이유가 뭐냐고.
얼굴만 좀 닮았는데? 생뚱맞다.
이거 나 일부러 놀리려고 한 거지? 그리고 남의 사진으로 이렇게 하는 것은 불법이니까?
아, 네네. 그래서? 이거 내가 했다는 증거 있어? 내 핸드폰으로 다른 사람이 했을 수도 있잖아
그럼 사진을 지워.
싫어? 재밌잖아. 돼지 같아서 좋잖아. 야, 그리고 돼지 얼굴에 돼지 몸 붙인 게 잘못이야?
어? 돼지라고? 너 진짜 말 가리고 해.
돼지 아니야? 너 걸을 때마다 꿀꿀거리잖아."
14,43,기타 괴롭힘 대화,"너 이번에 약속한 만큼 못 뺐더라?
 0.1 부족한거였잖아.
그래도 못뺀거지 돼지야 어떻게 그정도도 못빼냐.
나도 노력했어 나도 노력했는데. 안되는걸 어떻게 하냐고.
나도 그정도는 식은죽 먹기로 했어 어디서 돼지가 이상한 소리내냐.
나 돼지 아니야. 더 노력하면 예뻐질거야.
돼지가 노력하면 이뻐진대. 돼지가 예쁘면 얼마나 예쁘다고 다 똑같은 돼지인데.
돼지 아니라니까. 그러지마
내동생이라는게 쪽팔리다 돼지야 돼지야 돼지야 넌 나보고 아는체 하지마.
오빠 미워.","너 이번에 약속한 것만큼 빼지 못했어?
0.1 부족한 거였잖아.
그래도 살을 못 뺐어, 돼지야, 왜 그렇게 못 빼.
나도 노력했어. 나도 노력했는데. 안 되는 걸 어떻게 해.
나도 그 정도는 식은 죽 먹기로 했어. 어디서 돼지가 이상한 소리를 내는지.
나는 돼지가 아니야. 더 노력하면 예뻐질거야.
돼지가 노력하면 예뻐진대. 돼지가 예쁘면 얼마나 예쁜데 다 같은 돼지인데.
돼지 아니라니까. 하지마
내 동생이라는 게 부끄럽다. 돼지야, 돼지야, 돼지야, 너는 나에게 아는 체하지 마.
형, 미워."
15,46,기타 괴롭힘 대화,"야 재형아
미친 새끼가 누구 보고 재형이래 더럽네
하.
하.? 야 새끼야 내가 더 기분나빠 존제자체가 민폐인 새끼야
야 재형이 보고 새끼라고 하지마 새끼란 욕이 불쌍해
그래 내가 미안하니까 이제 그만해 잘못했어 
그래 야 현우야 작작하자 괜히 심하게 건들다가 큰일 날 것 같으니까 나중에 적당히 건들자
아니 웃긴 새끼네 야 날 나쁜사람으로 만드냐 그리고 니가 뭔데 명령을 해
야 현우야 적당히 하자니까 저 더러운 놈 잘못건들면 우리만 손해야
착한 내가 참는다.
야 적당히 하라고 내가 뭔 죄를 졌길래 계속 그러는데 작작해
이 새끼가 미쳤구나 하교시간때 보자 먼지 나도록 맞을 준비하고
이 새끼 중학교생활 망했네
너 말이야 사람 잘못 건들었어 성적표 점수도 내려갈 준비하고","야, 재현아
미친 놈이 누굴 보고 재현이래. 더럽군
아휴.
다.야, 너 내가 더 징그러워. 존재 자체가 성가신 너야
야, 재현이 보고 아기라고 하지 마. 아기라는 욕이 불쌍해
그렇지, 내가 미안하니까 이제 그만해. 미안.
그래야 현우야 적당히 하자. 괜히 심하게 만지면 큰일 날 것 같아서 나중에 적당히 만지자
아니, 이상한데? 야, 나를 나쁜 사람으로 만드냐? 그리고 네가 왜 명령을 해
야, 현우야. 적당히 하라고 했는데 그 더러운 놈을 잘못 건드리면 우리만 손해야
착한 내가 참을게.
야, 적당히 해. 내가 무슨 죄를 지었기 때문에 계속 그러고 있는데, 그만 좀 해
이 자식이 미쳤구나 하교 시간에 만나자 먼지가 날 정도로 맞을 준비를 하고
이 녀석, 중학교 생활이 엉망이 되었군
너 사람 잘못 봤어. 성적표 점수도 내려갈 준비를 하고"
16,47,기타 괴롭힘 대화,"야 제 민호봐바 팔 한짝 밖에 없어
애들아 놀리지마. 
야 뭘 놀린다고 그러냐 놀리는거 아니야
내가 듣기에는 놀리는거로 밖에 안들려
하. 이 시발럼이 야 뒤질래?
갑자기 왜 그래. 
야 니가 화나게 하잖아 시발
아니 너가 놀리는거 같아서.
야 놀리는거 아니라고 몇번을 말해 한 번더 말대꾸 해봐 다음엔 죽여버린다
응 미안해.","야, 내 민호 봐. 팔이 한쪽밖에 없어요
얘들아 놀리지 마.
야, 뭘 놀리는 거야. 놀리는 게 아니야
내가 듣기로는 놀리는 것으로 밖에 들리지 않는다
하. 이 시발럼이야, 져주면 안 돼?
갑자기 왜 그래.
야, 네가 화나게 하잖아. 시발
아니, 오빠가 놀리는 것 같아서.
야, 놀리는 거 아니라고 자꾸 얘기해. 다시 한 번 말대꾸해 봐. 다음에는 죽일 테다
응, 미안해."
17,52,기타 괴롭힘 대화,"새우버거
아 고객님 새우버거 말고 저희 가게는 쉬림프 치즈버거 있는데 그걸로 드릴까요?
아니 무슨 말이 그렇게 많아!
아 죄송합니다. 이름이 달라서 확인차 여쭸습니다
그래서 뭐를 준다는말이야? 주면 주라는대로 줘!
 받았을때 먹기 불편하실까봐 확인한것뿐입니다. 죄송합니다
아 뭐가 다르냔말이야!!!!!!!!1
아 새우가 들어간건 같은데 치즈도 들어가있고
치즈를 빼고 주면 될꺼아냐!!!!!!!!!!!!!!!이 멍청아 무슨말이 그렇게 많아
죄송합니다.","새우버거
어, 손님. 새우버거 말고 저희는 슈림프치즈버거가 있는데 그거 괜찮으세요?
아니 왜 그렇게 말이 많아!
아, 죄송합니다. 이름이 달라서 확인차 찾아왔습니다
그래서 뭘 준다는 거야? 주면 시키는 대로 다 해!
받았을 때 먹기 힘들 것 같아서 확인한 것 뿐이에요. 죄송합니다
아, 뭐가 다른 거야
아, 새우 들어간 것 같은데 치즈도 들어있고
치즈를 뽑아주면 되잖아!!!!!!!!!!!!!!!!!!! 이 바보야 무슨 말이 그리 많니
죄송합니다."
18,53,기타 괴롭힘 대화,"야 손가락 장애
뭐?? 
귀도 장애있냐? 왜 못알아들어
너 지금 뭐라했어
왜 장애보고 장애라고 하는게 잘못이야?
당장 사과해
싫은데 내가왜?
너 가만안둘꺼야
정말 무섭네
꺼져","야, 손가락 장애
뭐야??
귀에도 장애가 있어? 왜 못 알아듣냐
당신 방금 뭐라고 말했어
왜 장애를 보고 장애라는게 잘못된거야?
지금 당장 사과해라
싫은데 내가 왜?
당신 가만 안 둘 거야
정말 무섭네요
꺼져"
19,54,기타 괴롭힘 대화,"철중아? 안녕!
야! 너 왜 카톡방 나갔는데 다시 초대하고 지랄이야?
야! 지랄이라고 했냐?! 많이 컸네 이 새끼가
버러지 같은 게 아직 정신 못 차렸나보지
하. 진짜 개빡치게 하네 머저리들 주제에
저 새끼가 뭐라고 하는거냐 머저리래 주제 파악 못하는 모지리는 너 아니냐 
닥치고 있을 것이지 어디서 계속 깝치길 깝쳐?!
나도 계속 이러면 가만히 있지 않을거야!
어쩔 건데?! 어쩔거냐고!!
엄마 아빠한테 이를거야 이런 개찌질한 짓이라도 하려고?!",
20,56,기타 괴롭힘 대화,"사진 봐 못생겼다
이런 댓글 달지 마세요
팩트인데 뭐
얼굴 토나온다
사진 뭐야? 눈이 너무 작아
다 신고할 겁니다
무슨 죄로?
빻았다 진짜뭐야 얼굴
메기 닮음
메기","사진을 봐. 못생겼다
이런 댓글 좀 그만 달아주세요
팩트니까
얼굴이 튀어나오다
사진은 뭐야? 눈이 너무 작아
전부 신고하겠습니다
무슨 죄로?
으깨버렸어, 진짜 뭐야, 얼굴이
메기 유사
메기"
21,59,기타 괴롭힘 대화,"어이 아가씨!!
저 아세요.?
이쁜데 어디 살아?
저리 가세요.
아 비싸게 굴지 말고. 몸매 죽이는데?
따라오지 마세요!!
아 그러지 말고 나 좀 따라와 봐. 재밌는 거 보여줄게.
따라오지 마시라고요!!!
더럽게 비싸게 구네!! 좀 따라오라고!!
이거 놔요!!!!!","이봐, 아가씨!!
저를 아시나요?
예쁜데 어디 살아?
저리 가요.
아, 비싸게 하지 마. 스타일 짱인데?
따라오지 마세요!!
아, 그러지 말고 나만 따라와. 재밌는 거 보여줄게.
따라오지말래요!!!
굉장히 비싸다!! 좀 따라오라고!!
이거 놔!!!!!"
22,62,기타 괴롭힘 대화,"어이 코털
왜
왜? 아놔됐고 너 매점가서 곰보빵 두개에 콜라하나 사와라
나 돈없어
돈없어? 그럼 내가 돈줄께
어
여기 1000원 줄테니까 빵두개 콜라하나 사고 거스름돈 거슬러와라
야 택도없어
야 뒤질래? 쌔벼서라도 갖고와 색키야
야",
23,64,기타 괴롭힘 대화,"아 김여사 진짜 짜증나네 아줌마 ! 차 좀 빨리 뺍시다
아 죄송합니다 ! 제가 초보운전이라 .
아 진짜 아줌마가 뭔 운전이야 집에서 밥이나 할 것이지 
나와서 민폐 끼치네
말이 너무 심한 거 아녜요.?
뭐? 이 아줌마가 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 애나 키우면서 남편 내조나 잘해 여자가 뭔 운전이야
저런 사람을 다 봤나! 하 어이가 없어서","아, 김씨 진짜 짜증난다. 아주머니! 차를 빨리 잃어버립시다
아, 죄송합니다! 제가 초보운전자라서요.
아, 이모가 뭘 운전해. 집에서 밥이라도 하겠지
나와서 폐 끼치지 마라
말이 지나치잖아요.
어? 이 아주머니가 무서움 상실했는데 김씨 앞에 운전 안 하고 집에서 아이 키우면서 남편 내조나 잘하고 여자가 무슨 운전이야
저런 사람을 다 봤구나! 기가 막혀서"
24,65,기타 괴롭힘 대화,"야 빵좀 사와 
미안해 나영아 나 오늘은 돈이 없어
아니 이 미친놈이 그럼 다른 애들 삥 뜯어서라도 구해와
아니 내가 어떡해 그렇게 하니
이 새끼가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친것아
너 이상해 도대체 왜 그러는거야
아니 이 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지
아 아 그렇구나
아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야","야, 빵 좀 사와
미안해 나연. 나 오늘은 돈이 없어
아니, 이 미친 사람이 다른 애들 핀을 찢어서라도 구해와서
아니, 내가 어떻게 해. 그렇게 하면 돼
얘가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친 거야
오빠 이상해. 도대체 어떻게 된 거야
아니, 이 미친 게 우리가 이상한가. 단지 당신이 달콤해서 그런거야
아,그렇구나
아, 그렇구나. 그런식으로 말하지 말고 빨리 사와 쓰레기"
25,67,기타 괴롭힘 대화,"야 저 사람봐봐 진짜 그 티비에 나오는 못생긴 개그맨 닮지 않았냐?
푸하하하핳 야 진짜 못생겼다 헐 너무 크게 얘기했나봐
저기요 지금 저한테 말씀하신거에요???
아닌데요
아 그래요?
네 그냥 가던길 가시면 될거같은데요?
야 저 사람 못생긴 대신 귀는 밝은가봐
자기가 못생긴지 아나보네 
저기요 저한테 하신말 맞네요 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요
네? 다른사람보고 한말인데요? 그쪽이 너무 예민한거 같은데요?
제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체?","야, 저 사람 좀 봐. 진짜 저 TV에 나오는 못생긴 개그맨 닮지 않았어?
푸하하하하. 정말 못생겼다 어, 너무 큰 것 같아
죄송합니다. 지금 저에게 말씀하신건가요???
아니에요
아, 그래요?
네, 그냥 가던 길로 가면 될 것 같은데요?
야, 저 사람 못생긴 대신에 귀는 밝은 모양이군
자기가 못생겼다고 생각하나보네
저 저한테 말씀하신 거네요. 저는 지금 심각한 모욕감을 느끼고 있습니다만, 빨리 사과해 주세요
어? 다른 사람한테 한 말인데요? 그쪽이 너무 민감한 것 같은데요?
제가 다 들었어요 그 두 분도 잘생긴 분은 아닌 것 같은데, 그런 말을 할 권리가 어디 있어요, 도대체?"
26,70,기타 괴롭힘 대화,"니가 드디어 아들을 낳으니 내가 속이 다 시원하다.
 네 아버지.
 내가 그동안 명절마다 사돈에 안부 전화할때마다 네가 네 역할을 다하지 못해서 얼마나 창피한 줄 알았니? 얼굴도 들지도 못했다.
 아 아버지. 하아. 제가 더 만 고생이 심했어요.
 니가 드디어 아기를 가졌으니 다행이야. 마침 아들이니 더욱 다행이고.
 네 아버지. 진짜 이 와서 너무 행복해요.
 근데 너 시험관하느라 몇 년 허비 한 거 알지? 니 나이가 몇인데 빨랑 둘째 가져.
 아버지. 저 진짜 힘들게 아기 가진거고 둘째 생각 없어요.
 네가 큰 딸인데 그게 무슨 소리야? 빨랑 둘째 가져라. 애 키우느라 쉰다매. 어차피 시간도 많은데 병원 다니면서 힘써라.
 아버지. 애 키우는 것도 힘들어요. 정말.",
27,74,기타 괴롭힘 대화,"안녕하세요. 혹시 번호 알수있을까요?
아니요 죄송해요.
한번만 주세요.
저 가야해요. 죄송합니다.
아니요 그냥 번호만 주세요.
싫다고요.
이게 돌았나. 그냥 번호만 달라고.
싫다고요!
번호만 주면 될것이지 왜 소리를 질러. 멍청해서 그런가.
뭐? 멍청이요?
그래 멍청!","안녕하세요 번호 알려주시겠어요?
아니요, 죄송합니다.
한번만 주세요.
저 가야 돼요. 죄송합니다.
아니요 번호만 주세요.
싫다고요.
이게 미쳤구나. 번호만 달라고.
싫다고요!
번호만 주면 되는데 왜 소리를 질러. 미련해서일까.
어? 바보에요?
맞다 바보야!"
28,77,기타 괴롭힘 대화,"나 아니야 정말로 
어 그래 너 나중에 나한테 좀 맞자
미안
얼굴도 거지같은게 
미안해
진짜 왜 그렇게 사냐? 재수없으려니까
내가 미안해.
너 한번만 더 그러면 자퇴시켜버린다
미안. 근데 내가 그런건 진짜 아니야.
그걸 믿으라고? 됐고 말하기 싫으니까 꺼져","나 아니야 정말로
응, 그렇지. 당신. 나중에 나에게 맞을거야
미안.
얼굴도 거지같은게
미안해.
진짜 왜 그렇게 살아? 재수없으니까
내가 잘못했어.
너 한번만 더 그러면 퇴학시킬거야
미안하지만 내가 그런건 아니야.
그걸 믿으라고? 됐어. 말하고 싶지 않으니까 사라져"
29,78,기타 괴롭힘 대화,"여기 서비스좀 주세요
네? 오천원어치 사셔서 제가 남는게 없어요 죄송해요
저기 나 맘카페 회원인데 이런식으로 정없이 장사하면 안되는거 알죠 요새?
아 죄송해요 제가 다음에 오실때 더 드릴게요
내가 다음에 언제 올지 알고 줘요? 그런 약속보다 지금 실행에 옮기세요
아 정말 죄송합니다. 제가 여유분도 없어서
아니 여기 왜이렇게 답답하게 굴어?
죄송해요. 양해 한번만 해주세요
그렇게 장사하다가는 오래 못가
.네 죄송해요","여기 서비스를 부탁드립니다
네? 5천원어치 샀기 때문에 제가 남는 게 없어요 죄송해요
저는 맘카페 회원인데 이렇게 무심하게 장사하면 안 되는 거 아시죠, 요즘?
아, 죄송합니다. 제가 다음에 오실 때 더 드릴게요
제가 다음에 언제 올지 알아두세요? 그런 약속보다 지금 실행에 옮겨 주세요
아, 정말 죄송합니다. 저는 여유분도 없고
아니, 여기서 왜 이렇게 답답해?
죄송합니다. 한번만 용서해주세요
그렇게 장사를 해서는 오래 못 간다
네, 죄송합니다."
