,idx,class,conversation,Augmentation
10,30,갈취 대화,"와 한창 분위기 좋을때 방해해서 죄송합니다
누. 누구야? 이 새끼 갑자기
쉬쉬 사장님 흥분하지 마시구요 제가 이 여자 오빠되는 사람입니다 그런데 안타깝게도 얘가 아직 18살이 안됐지 뭐예요
뭐? 그. 그게 어때서? 우리 사. 사랑하는 사이야
푸하하하 이분 재미있으신 분이시네
저.저기 내가 한번 실수 한것 같으니 용서해주게
용서라 뭐 까짓것 용서해드리죠 다만 제게 뭔가 필요한게 있어서요 사모님 번호가 뭐였더라
돈이 필요하다면 내 지분을 팔아서라도 줌세 제발
그 사장님 소유의 은행 있는 건물 기억나시죠? 
자네가 그걸 어떻게?","わ~雰囲気がいい時に邪魔してすみません
誰。 誰？ この野郎急に
しーしー社長興奮しないでください。 私がこの女のお兄さんになる人です でも残念ながらこの子がまだ 18歳になっていないんです
え？そ、それがどうだって？ 私たちのおごり。 愛する仲だよ
プハハハ、この方面白い方ですね
あの、私が一度ミスしたみたいだから許してくれ
許せ、まあ許しましょう。ただ、私に何か必要なものがありまして、奥様の番号は何でしたっけ
お金が必要なら私の持ち分を売ってでも渡してください。どうか
その社長所有の銀行がある建物を覚えていますか？
君がそれをどうやって？"
11,37,갈취 대화,"야 나 오늘 지갑을 안가져왔는데 5만원만 빌려주라
 아. 지난 번에도 빌려간 돈 아직 안주셨잖아요.
 내가 급해서 그래 오늘꺼까지 해서 바로 줄게
 약속도 안지키시는데 저 드리기 싫어요
 우리 사이에 왜그래
 아. 저 정말 힘들어요
 이번 한번만 주면 다시는 달라고 안할게
 정말 그만하세요
 앞으로 너 안괴롭힐게 이번 한번만 주라
 이번이 마지막이에요.","おい、私今日財布を持って来なかったんだけど 5万ウォンだけ貸してくれ
H。 この前も借りたお金まだくださらなかったじゃないですか。
私が急いでいるからだよ。今日のまでやってすぐあげるよ
約束も守ってくれないのに私にあげたくないです
私たちの仲どうしたの
H。 私は本当に大変です
今回一度だけくれたら二度とくれとは言わないよ
本当にやめてください
これからあなたいじめないように今度一度だけくれ
これが最後です。"
12,40,갈취 대화,"내놔 내놓으라고
없는데 뭘 줘?
뒤져서 나오면 어쩔래
뒤져봐 뒤벼보고 안나오면 어쩔껀데
없음 니가 일을하든 아님 집에 가서 받아가야지
싫은데
이게 진짜 죽고싶나
내가왜 죽어 
아 이 미친년 넌 맞아야 정신차리지
그만해 얼마필요한대
이제 정신드냐
얼마필요하냐고
10만 가지고와라","出せって
ないのに何をくれるの？
探して出てきたらどうするの
探してみて。 探して出てこなかったらどうするの
ないよ。君が仕事をするか、それとも家に帰って受け取らないと
いやだよ
これが本当に死にたいのか
僕がなんで死ぬんだよ
この狂った女、君はそうしてこそしっかりするよ
やめろよ。いくら必要なんだって
もう気がつくのか
いくら必要なのかって
十万持って来い"
13,44,갈취 대화,"아! 아줌마 운전을 이렇게 하면 어떻게 해요?
 네? 무슨 일이시죠?
 아줌마가 주차하면서 내 오토바이를 쳤잖아요.
 무슨 소리에요? 이렇게 주차 선 안에 차가 잘 들어가 있는데.
 여기 보세요. 제 오토바이가 이렇게 쓰러져 있잖아요. 아줌마 차가 내 오토바이를 쳤다니까!
 말도 안되는 소리를 이렇게!
 경찰을 불러도 되지만 여기가 또 호텔 주차장이잖아.아줌마를 위해서 내가 싸게 처리할게요. 한 50? 어때요?
 말도 안 되는 소리 하지 마세요.
 그럼 경찰도 부르고 보험회사도 부르고 아줌마 남편도 부를까? 다음주부터 사이좋게 남편하고 운전연수 하면 되겠네.
 이거 완전 사기꾼이네.","あ！おばさん、運転をこうしたらどうするんですか？
はい？どうされましたか？
おばさんが駐車しながら私のバイクを叩いたじゃないですか。
何言ってるんですか？ このように駐車線の中に車がよく入っているのに。
ここを見てください。 僕のバイクがこうやって 倒れてるじゃないですか。 おばさんの車が私のバイクを打ったんだって！
とんでもないことをこうやって！
警察を呼んでもいいが、ここがまたホテルの駐車場じゃない。おばさんのために私が安く処理します。 50？どうですか？
話にならないことを言わないでください。
じゃあ、警察も呼んで、保険会社も呼んで、おばさんの夫も呼ぼうか？ 来週から仲良く夫と運転研修すればいいね。
これは完全に詐欺師だね。"
14,48,갈취 대화,"야 좋은말로 할때 놓고 가라
 이거 아빠가 사주신거에요
아니 그냥 빌리겠다고 빨리 벗고 가
 아 진짜 안되는데
야 내가 만만하냐 놓고 가라고
제발요
지랄하지말고 가진거 다 내놔
제발 돌려주세요
뭘 되돌려 줘 이새끼야
 안돼요","おい、いい言葉で話す時に置いて行けよ
これはお父さんが買ってくれたものです
いや、借りようと思って早く脱いで行けよ
あ、本当にダメなんだけど
おい、僕が甘くないのか。 置いて行けよ
お願いします
ふざけないで持っているものを全部出せ
どうか返してください
何を返すんだよ、この野郎
ダメです"
15,50,갈취 대화,"야 저기 지나가는 애가 좀 잘 산다며?
예. 형님 제가 우리 학교에서 잘 산다는 애 중에 하나입니다.
맞습니다. 어리버리하긴 해도 집안 하나는 끝내 준다고 하더라구요 
그래 제 좀 불러와라
예 형님!!
야 너 잠깐 우리 형님이 좀 보시잰다.
네 저를요? 왜요??
말에 토달지 말고 가보면 알거 아냐 따라와
야 너네 집이 좀 산다며? 우리가 놀아야 하는데 뭐가 없어서 말이야 지갑 좀 빌려주라
이러지 마세여 전 돈 없어요
아 그래? 그럼 가방 뒤져서 돈 나오면 1000원에 얼굴 한대 맞는다? 맞고 줄래. 곱게 줄래??","おい、あそこを通る子がいいんだって？
はい。お兄さん、私がうちの学校で裕福に暮らしている子の一人です。
そうです。愚かではありますが、家の中一つは最高だそうです
そうだよ、僕を呼んでこいよ
はい、兄貴！！
おい、あなた、ちょっと兄貴が見てって。
はい、私をですか？なぜですか？？
馬に文句言わずに行ってみればわかるじゃないかついて来て
おい、お前の家がちょっと住んでいるんだって？ 私たちが遊ばなければならないのに何がなくてさ財布ちょっと貸してくれ
やめてください。 僕はお金がありません
あ、そうなの？ではカバンを探してお金が出たら1000ウォンで顔一発殴られるよ？ 当たってくれる。 きれいにしてくれる？？"
16,57,갈취 대화,"너 돈 많냐? 돈 좀 빌리자.
 돈 안 갚을 거잖아. 내가 왜 빌려줘야 돼?
 아 이 쪼잔하게. 그럼 확 뺏어?
 아니. 이게 무슨.
 뺏을까 빌려줄래?
 둘 다 싫은데.
 돈 지금 가지고 있는 거 다 내놔.
 안돼. 제발
 그냥 조금만 빌리는 거야. 알겠지?
 하. 이럴 수가",
17,58,갈취 대화,"친구야
어.?무슨 일이야?
너 오늘 화장했어?
아응.
좀 잘먹었다 뭐썼어?
아 이거
이번 신상아니야? 너무 이쁘다 나 갖구 싶어
아 별로 안비싸던데
그래? 별로 안비싸니까 니가 하나 새거사면 되겠다 그치?
어?. 그건.
얼른 줘 친구야","友よ
え？どうしたの？
あなた 今日化粧した？
あ、うん.
ごちそうさま、何か書いた？
あ、これ
今回の新作じゃないの？ すごくきれい。私欲しい
あ、あんまり高くなかったけど
そう？あまり高くないから、君が一つ新しいものを買えばいいよね？
え？それは。
早くちょうだい、友よ"
18,61,갈취 대화,"저기요. 저 좀 도주세요.
무슨일이세요? 도와드릴께요. 다치신덴 없으세요?
감사합니다. 제가 지금 돈도 없고 어딘지도 모르겠어요.
아 그러시군요. 잠시 따뜻한 곳으로 옮기시죠
덕분에 좀 살 것 같네요. 감사합니다.
감사하면 보상을 해주셔야 될 것 같은데.
네? 전 가진게 없어요. 나중에 잊지 않고 꼭 보답할께요.
그럼 다른것으로라도 보답해야지. 제가 뭐하러 당신을 도와줬겠습니까?
아.진짜 잊지 않고 보답하겠습니다. 저 좀 집으로 갈수있게 도와주세요.
그러니까 돈을 주던가 다른걸로 보답을 하던가 하라고!!",
19,72,갈취 대화,"승한아 나 버스비 충전해야하는데 돈이 없어. 5만원만 빌려주라
응? 안돼. 나 한달 용돈 그런 없단 말이야.
나 학교 그럼 못다녀. 좀 빌려줘
정말 미안한데. 나 진짜 돈이 없어서 그래.
나 돈이 없어. 좀 빌려주라.
안돼. 미안해.
야. 좀 너무하네. 나는 당장 학교 올 돈도 없다고 그럼 걸어다니냐.
아니 그건 아닌데 너를 빌려주면 나는 어떻게 벼텨.
내가 너 용돈 받기 전까지 돌려줄게 그럼 되는거 아니야?
알겠어. 용돈 받기 전까지 꼭 줘","スンハン、私バス代をチャージしなければならないのにお金がない。 5万ウォンだけ貸してくれ
うん？ダメ。 私、一ヶ月のお小遣いとかはないんだよ。
じゃあ、私は学校に通えないよ。 ちょっと貸してくれ
本当に申し訳ないんだけど。 私は本当にお金がないからだよ。
私、お金がない。 ちょっと貸してくれ。
ダメ。ごめんね。
おい、ちょっとひどいな。 私は今すぐ学校に来るお金もないと言ったら歩くのか。
いや、そうじゃないけど、あなたを貸してくれたら、私はどうやって耐えるの。
私があなたのお小遣いをもらうまで返すよ。そうすればいいんじゃないの？
分かった。お小遣いもらう前に必ずちょうだい"
20,79,갈취 대화,"김팀장 립스틱샀어? 이번 신상이네?
네
너무 이쁘다 나도 발라보자
네?
어머 어머 나랑 톤도 잘맞네 이거 나좀 빌려주라
네?????
오늘 저녁 맞선보러 가는데 이 립스틱이 찰떡이라 수정화장할때 쓰면 좋을것같아
어제 샀는데.
아니 누가 가져간대?? 쓰고 돌려주면 될거아니야 왜이렇게 심보가 못됐어? 내가 맞선 잘안됐으면 좋겠니?? 김팀장은?
아니요.그건 아닌데.","キムチーム長、口紅買った？ 今回の新作だね？
はい。
すごくきれい。私も塗ってみよう
うん？
あらあら、私とトーンもよく合うね。 これ、私に貸して
はい？？？？？
今晩、お見合いに行くんだけど、この口紅がぴったりだから、化粧直しの時に使うといいと思う
昨日買ったのに。
いや、誰が持っていくんだって？？ 書いて返せばいいのに、なんでこんなに意地悪なの？ 私がお見合いうまくいかないといいね？？ キムチーム長は？
いいえ、そうではありません。"
21,80,갈취 대화,"야 너 옆학교 애지? 잠깐 이리 와봐
네.? 무슨 일이세요.?
내가 배가 너무 고픈데 돈이 없다 돈 좀 빌려줘라.
저 돈 없어요. 없는데.
그래? 뒤져서 나오면 10원에 1대. 어때?
아. 여.기요.
이 미친새끼 있으면서 거짓말쳤냐 나한테?
죄송합니다. 저 집에 보내주세요.
그러게 누가 거짓말 하래? 야 핸드폰 꺼내. 전자기기 다 꺼내고 손에 있는 시계도 풀르고 무선 이어폰도 빼.
아 안돼요. 제발요. 
쳐맞고싶냐? 죽고싶어? 좋은 말로 할 때 내놔
아 . 여깄습니다.
진작 말로 할 때 줄 것이지. 이제 꺼져.","おい、あなた、隣の学校の子だろ？ ちょっとこっちに来て
はい？どうされましたか？
私はお腹がとても空いているのにお金がない。お金を貸してくれ。
私はお金がありません。 ないんだけど。
そう？ 探して出たら10ウォンに1台。どう？
あ、ここです。
この狂った奴、俺に嘘ついたのか？
すいません. あの家に送ってください。
そうだね。誰が嘘をついてって言うの？ おい、携帯出して。 電子機器を全部取り出して、手にある時計も外して、無線イヤホンも外して。
あ、ダメです。 お願いします。
叩かれたいの？ 死にたいの？ いい言葉で言う時に出せ
あ、どうぞ。
もっと早く口で話す時にあげるだろう。 もう消えて。"
22,84,갈취 대화,"좋은 말 할때 내놔라
 야 뒤져
 정말 이게 다에요.
 장난쳐? 놀러오면서 이거밖에 안가져왔다고?
 야 얘가 우리를 병신으로 보나보다.
 정말이에요. 가방을 숙소에 두고왔어요.
 정말 현금은 이거 뿐이야?
 좋게 가려면 솔직히 말해라.
 네 정말 이게 다에요.
 아 오늘 잡쳤네. 야 이거 두고 빨리 꺼져.","いいことを言う時に出せ
おい、探してみろよ
本当にこれが全部です。
ふざけてるの？遊びに来る時に これしか持ってこなかったの？
おい、この子が私たちを病身だと思ってるみたいだね。
本当です。 かばんを宿舎に置いてきました。
本当に現金はこれだけ？
良く行こうと思ったら率直に言いなさい。
はい、本当にこれで全部です。
あ、今日はダメだね。 おい、これを置いて早く消えて。"
23,85,갈취 대화,"아니 이자가 왜 이리 늘어요? 너무한거 아니에요
뭐 새끼야 애초에 돈을 빌렸으면 돈 주인 말대로 해야지
아니 너무하잖아요
야 넌 돈이 우습냐 죽고 싶어? 막 빌리면 막 이자도 올리는거지
진짜 왜그러시는데요
나중에라도 돈을 입금하는게 좋을거야
와 나 저 깡패놈이 너 죽고 나 죽자
약골이 까부네 혼나볼래?
아 아파 죄송해요
넌 이자가 두 배로 늘어날줄 알아","いや、利子がなんでこんなに増えるんですか？ ひどいんじゃないですか
なに奴は最初からお金を借りたなら、お金の持ち主の言うとおりにしなければならない
いや、ひどいじゃないですか
おい、お前はお金がおかしいのか、死にたいのか？ 借りたら利子も上げるんだよ
本当にどうしたんですか
後にでもお金を入金したほうがいいよ
わあ, あのやくざが あなた 死んでから死ぬぞ
弱虫だね、怒られてみる？
あ、痛い。ごめんなさい
あなたは利子が2倍になることを知っている"
24,89,갈취 대화,"야 꼬마
네? 저요? 
그래 너
왜. 왜요? 
왜요? 말 다 했냐 지금. 나보다 어린거 같은데 말하는 싸가지 하고는
 왜이러세요!
지금 가진 돈 얼마야
 저 돈 없어요!
무슨 소리야. 사람이 밖에 다니는데 천원 한장도 안 갖고다녀?! 
진짜에요.! 그리고 저 급한 일 있어서 빨리 가봐야해요! 
어딜 가 가긴 나한테 돈 주기 전까지는 못 가! 가방이나 주머니 뒤졌을때마다 돈 나오면 한 대씩이다. 알았냐?
이러지마세요 진짜!!","やじっ子
え？僕ですか？
そう あなた
何で、何でですか？
なんでですか？ 今、話は終わったの。 私より年下みたいだけど、話すサガジとは
どうしたんですか！
今持っているお金はいくらだ
私はお金がありません！
何言ってるの。 人が外にいるのに千ウォン一枚も持っていないの？！
本当ですよ！ そして、私は急用があるので早く行かなければなりません！
どこに行くって、私にお金をくれるまでは行けない！ かばんやポケットをあさるたびに、金が出ると1台ずつだ。 分かった？
やめてください 本当に！！"
25,91,갈취 대화,"거기 학생들 스톱
네? 저희요?
어 그래. 너네 여기 학교 다니지?
네. 왜 그러세요?
나도 여기 나온 선밴데 선배를 위해 기부 좀 해라.
저희 돈 없어요.
야 맞고 줄래 그냥 줄래?
진짜에요.
그래? 그럼 너네 앞으로 학교 생활 기대해라. 내가 아는 후배들한테 잘 얘기해놓을테니까.
한번만 봐주세요. 이거 교재비인데 이거라도 드릴게요.
야 처음부터 이랬으면 얼마나 좋냐?","そこの学生たち、ストップ
はい？僕たちですか？
うん、そうだよ。君たち、ここの学校通ってるよね？
はい。どうしたんですか？
私もここに出てきた先輩だから、先輩のために寄付しなさい。
私たちはお金がありません。
おい、殴られてくれる？そのままくれる？
本当ですよ。
そうなの？じゃ、これから学校生活を期待してね。 私が知っている後輩たちによく話しておくから。
一度だけ見逃してください。 これは教材費ですが、これでも差し上げます。
おい、最初からこうだったらどんなにいいんだ？"
26,96,갈취 대화,"우와 이거 예쁘다. 머야 이거?
이거 우리 엄마가 가방 사줬어.
우와 예쁘다 민지야 이거 하루만 빌려주라 나 데이트할 때 하루만 쓰자
어? 안돼. 이거 우리 엄마가 사준거야.
친구 좋다는게 머냐 한 번만 빌리자.
안돼. 이거 나도 오늘 처음 게시한거란 말이야
머? 그래서 안된다고? 나 오빠랑 데이트 해야한다니까
그래도 안돼. 엄마 알면 실망하셔
아니 그럼 데이트 하는 날 아침에 빌려줘 그럼되잖아 그건 어려운거 아니지? 쓰고 월요일날 학교에서 줄게 그럼 되는거지?
알겠어 꼭 돌려줘.","わあ、これかわいい。 何これ？
これうちのお母さんがカバン買ってくれた。
うわぁ、きれいだね。ミンジ、これを一日だけ貸して。 私、デートする時に一日だけ使おう
あれ？ダメ。 これうちの母が買ってくれたの。
友達がいいというのが何か一度だけ借りよう。
だめだよ。これ私も今日初めて掲示したんだよ
何？だからダメなの？ 私、お兄ちゃんとデートしないといけないんだって
それでもダメだよ。 お母さんが知ったらがっかりするよ
いや、それじゃデートする日の朝に貸して。そうすればいいじゃん。それは難しいんじゃないよね？ 書いて月曜日に学校であげるよ。そうすればいいんだよね？
分かった。必ず返してね。"
27,100,갈취 대화,"어이 초딩. 이리 와봐
 누구세요
 이리와보라고 자식아. 죽고싶냐
 왜 이러세요 
 확! 죽을래? 조용히 이리 안와?
 무서워요
 돈 얼마있어. 다 내놔봐.
 저 돈 없어요
 씨발. 죽을래. 너 어디살아. 가진거 다 내놔봐.
 왜 이러세요
 산에 가서 확 묻어버리기 전에 호주머니에 있는거 다 내놔
 이러지 마세요","おい、小学生。こっちおいで
誰ですか
こっち来てみろよ、坊や。 死にたいのか
どうしたんですか
ぐっと！死にたいのか？ 静かにこっちに来ないの？
怖いです
お金いくらあるの。 全部出してみて。
僕はお金がありません
死ぬぞ。 あなた どこに住んでるの。 持っているものを全部出してみて。
どうしたんですか
山に行って埋める前にポケットにあるもの全部出せ
やめてください"
28,107,갈취 대화,"이 사진을 봐.
어떻게 당신한테 이런 사진이 있지?
나한테 당장 100만원 보내.
그 돈을 내가 왜 당신한테 보내!
그렇지 않으면 이 사진 다른 사람한테 다 뿌릴거야.
제정신이야?
무서우면 얼른 돈 보내.
당신 이거 감옥가는 일이야. 내가 돈이 어디있다고.
돈 내놔. 안그러면 평생 지옥이 될거야.
안돼.","この写真を見て。
どうしてあなたにこんな写真があるの？
私に今すぐ100万ウォン送って。
そのお金を私がどうしてあなたに送るの！
そうでなければ、この写真を他の人に全部撒くよ。
正気なの？
怖ければ早くお金を送って。
あなた、これは刑務所に行くことだよ。 私がお金がどこにあるって。
お金を出せ。さもないと一生地獄になるよ。
ダメ."
29,108,갈취 대화,"여기에 지장 찍으라고.
이번달 까지는 돈 정말 갚을게요.
내가 오늘 기분이 좀 안좋아서. 맞고 찍을래? 그냥 찍을래?
정말 못 찍어요.이번달까지는 돈 갚을게요.
아 그러셔? 그럼 맞고 지장 찍자.
재산몰수는 정말 안되요.
아니 맞는걸로 끝내려했는데 그냥 오늘 죽을래?
알겠어요 찍을게요.
이게 정신을 차리네.
재산은 정말 안되는데.","ここに支障をきたすように。
今月までは本当にお金を返します。
私が今日ちょっと気分が悪くて。 殴られて撮る？ そのまま撮る？
本当に下手です。今月まではお金を返します。
あ、そうなの？ じゃあ、殴られて、支障を出そう。
財産没収は本当にだめです。
いや、殴られることで終わらせようとしたけど、今日死ぬ？
分かりました。撮ります。
しっかりしてるね。
財産は本当にダメなのに。"
