,idx,class,conversation,Augmentation
10,33,기타 괴롭힘 대화,"야 너는 00고등학교 배정되서 어쩌냐
왜 00고등학교가 어떄서?
거기 내신 구리잖아. 애들도 다 돌대가리 아니면 일진뿐이라던데
나는 상관없어 어짜피 공부 잘하니까
뭐가 상관없어 니 친구들도 다 공부못하는 애들이고 노는애들 뿐일텐데
걔네랑 안놀아 나 혼자 지낼거야
너도 걔네처럼 존나 구려지겠지? 나는고등학교가서 집 잘살고 공부잘하는 친구들 많이 사귈건데
그래라
너는 어쩌냐 인생 망했네
그만해","안녕하세요, 00 고등학교에 배정되었습니다. 어떻게 해야 하나요
00고등학교는 어떻습니까?
그건 똑같아요. 애들이 모두 돌대가리 아니면 일진이라고 들었어요
저는 공부를 잘하기 때문에 상관없습니다
상관없습니다. 친구들은 모두 나쁜 학생이고 노는 아이들뿐입니다
저는 그들과 놀고 있지 않습니다. 혼자 남을 겁니다
그들처럼 못생길 거죠? 고등학교 때 잘 살고 공부 잘하는 친구들을 많이 만들 거예요
좋아요.
당신은 어떻습니까? 당신의 삶은 망가졌습니다
그만해요."
11,34,기타 괴롭힘 대화,"야 손병신.
하.
한숨 쉬었어? 야 손병신.
그렇게 부르지마.
뭐? 병신한테 병신이라 그러는데.
그렇게 말하지 말라고.
야 병신아. 너 손이 그래서 똥은 어떻게 닦냐?
그런 말 하지 말라고.
이 새끼가 형님이 말하는데 말대답이야?
아 때리지마.
으이구 병신 새끼!","안녕, 손병신.
하.
한숨 쉬셨나요? 손병신.
저를 그렇게 부르지 마세요.
뭐? 병신이라고 부르세요.
그런 말 하지 마세요.
안녕, 병신아 똥은 어떻게 치우나?
그런 말 하지 마세요.
말대꾸하는 건가요?
저를 때리지 마세요.
오, 이 병신아!"
12,35,기타 괴롭힘 대화,"너 내가 쳐다보지 말랬지
미안 근데 본거 아니야
지금 쳐다보고 있잖아
아니야 일부러 본게 아니야
본 거 맞네. 왜 거짓말해? 거짓말은 나쁜거지?
.응
그럼 맞아야겠지?
미안해 잘못했어
뭐가 잘못했는데? 
반성문 쓸게","보지 말라고 했잖아요
죄송하지만 저는 보지 못했습니다
지금 당신을 보고 있습니다
아니요, 일부러 보지 않았습니다
봤어요. 왜 거짓말을 하세요? 거짓말은 나쁜 짓이죠?
.네.
그럼 맞아야겠죠?
나는. 미안 미안해요.
뭘 잘못했길래요?
반성문을 쓰겠습니다"
13,39,기타 괴롭힘 대화,"너 왜 내 사진 합성해서 프로필 사진 한거야?
이게 왜 너야?
맞잖아. 얼굴이랑 근데 몸을 이렇게 합성한 이유가 뭐냐고.
얼굴만 살짝 비슷한데? 뜬금없다.
이거 나 일부러 놀리려고 그런거지? 그리고 남의 사진으로 이러는 거 불법이거든?
아 예예 그래서요? 이거 내가 했다는 증거 있어? 내 핸드폰으로 남이 한 거일 수도 있잖아
그럼 사진 지워.
싫은데?? 웃기잖아 돼지 같고 좋은데 뭐. 야 그리고 돼지얼굴에 돼지 몸 붙여준 게 잘못이야?
뭐? 돼지라니? 너 진짜 말 좀 가려서해.
돼지 아니야? 너 걸을 때마다 꿀꿀 소리내잖아.",
14,43,기타 괴롭힘 대화,"너 이번에 약속한 만큼 못 뺐더라?
 0.1 부족한거였잖아.
그래도 못뺀거지 돼지야 어떻게 그정도도 못빼냐.
나도 노력했어 나도 노력했는데. 안되는걸 어떻게 하냐고.
나도 그정도는 식은죽 먹기로 했어 어디서 돼지가 이상한 소리내냐.
나 돼지 아니야. 더 노력하면 예뻐질거야.
돼지가 노력하면 이뻐진대. 돼지가 예쁘면 얼마나 예쁘다고 다 똑같은 돼지인데.
돼지 아니라니까. 그러지마
내동생이라는게 쪽팔리다 돼지야 돼지야 돼지야 넌 나보고 아는체 하지마.
오빠 미워.","이번에 약속한 만큼 손해를 본 것은 아니죠?
0.1로 충분하지 않았습니다.
하지만 잃을 수는 없죠, 돼지야 어떻게 그렇게 많이 잃지 않을 수 있겠어요.
저도 노력했습니다. 저도 노력했습니다. 어떻게 하면 효과가 없는 일을 할 수 있을까요.
저도 그런 케이크를 먹기로 했어요. 돼지가 어떻게 그렇게 이상한 소리를 낼 수 있을까요.
저는 돼지가 아닙니다. 더 열심히 노력하면 예뻐질 것입니다.
돼지는 노력하면 예뻐진다고 합니다. 너무 예뻐서 다 같은 돼지입니다.
저는 돼지가 아닙니다. 그러지 마세요
동생이 부끄러워합니다. 돼지, 돼지, 돼지, 돼지, 나를 아는 척하지 마세요.
당신이 미워요."
15,46,기타 괴롭힘 대화,"야 재형아
미친 새끼가 누구 보고 재형이래 더럽네
하.
하.? 야 새끼야 내가 더 기분나빠 존제자체가 민폐인 새끼야
야 재형이 보고 새끼라고 하지마 새끼란 욕이 불쌍해
그래 내가 미안하니까 이제 그만해 잘못했어 
그래 야 현우야 작작하자 괜히 심하게 건들다가 큰일 날 것 같으니까 나중에 적당히 건들자
아니 웃긴 새끼네 야 날 나쁜사람으로 만드냐 그리고 니가 뭔데 명령을 해
야 현우야 적당히 하자니까 저 더러운 놈 잘못건들면 우리만 손해야
착한 내가 참는다.
야 적당히 하라고 내가 뭔 죄를 졌길래 계속 그러는데 작작해
이 새끼가 미쳤구나 하교시간때 보자 먼지 나도록 맞을 준비하고
이 새끼 중학교생활 망했네
너 말이야 사람 잘못 건들었어 성적표 점수도 내려갈 준비하고","야 재형아
재형이라고 해서 너무 더럽습니다
하.
하? 더 불쾌합니다. 당신은 정말 성가셔요
재형이를 아기라고 부르지 마세요. 아기가 된 것이 미안합니다
네, 죄송합니다. 죄송합니다. 죄송합니다
현우야, 이거 하자. 너무 많이 건드리면 혼날 것 같아. 나중에 적당히 하자
아니요, 당신은 재미있어요. 당신은 나를 나쁜 사람으로 만들고 있습니다. 그리고 당신은 누구입니까
야, 현우야 적당히 하자. 현우야, 네가 망치면 우리가 질 거야, 우리
견딜게요.
그만 해요 제가 뭘 했나요? 계속 이렇게 하고 있습니다
미쳤어요. 학교에서 봐요. 맞을 준비하세요
그는 중학교 생활을 망쳤습니다
잘못된 사람에 대해 이야기하고 있습니다. 성적표를 받을 준비가 되어 있습니다"
16,47,기타 괴롭힘 대화,"야 제 민호봐바 팔 한짝 밖에 없어
애들아 놀리지마. 
야 뭘 놀린다고 그러냐 놀리는거 아니야
내가 듣기에는 놀리는거로 밖에 안들려
하. 이 시발럼이 야 뒤질래?
갑자기 왜 그래. 
야 니가 화나게 하잖아 시발
아니 너가 놀리는거 같아서.
야 놀리는거 아니라고 몇번을 말해 한 번더 말대꾸 해봐 다음엔 죽여버린다
응 미안해.","민호를 보세요. 그는 팔이 하나뿐입니다
놀리지 마세요, 얘들아.
나를 놀리다니 무슨 뜻인가요? 당신을 놀리는 것이 아닙니다
나를 놀리는 소리만 들립니다
하. 당신은 발사룸입니다. 뒤로 가고 싶으신가요?
갑자기 왜 그러시나요.
야, 나를 화나게 합니다
아니요, 저를 놀리는 것 같습니다.
날 놀리지 않는다고 다시 한 번 말해줘요. 다음에는 널 죽일 거야
예, 죄송해요."
17,52,기타 괴롭힘 대화,"새우버거
아 고객님 새우버거 말고 저희 가게는 쉬림프 치즈버거 있는데 그걸로 드릴까요?
아니 무슨 말이 그렇게 많아!
아 죄송합니다. 이름이 달라서 확인차 여쭸습니다
그래서 뭐를 준다는말이야? 주면 주라는대로 줘!
 받았을때 먹기 불편하실까봐 확인한것뿐입니다. 죄송합니다
아 뭐가 다르냔말이야!!!!!!!!1
아 새우가 들어간건 같은데 치즈도 들어가있고
치즈를 빼고 주면 될꺼아냐!!!!!!!!!!!!!!!이 멍청아 무슨말이 그렇게 많아
죄송합니다.","새우 버거
오, 고객님. 새우버거가 아닌 새우 치즈버거가 있는데 드시겠습니까?
왜 그렇게 말을 많이 하세요!
아, 죄송합니다. 이름이 달라서 확인해 달라고 요청했습니다
그래서 저에게 준다는 게 무슨 뜻인가요? 주세요, 주세요!
받았을 때 먹기 불편할 수 있어서 지금 확인했습니다. 죄송합니다
차이점
새우도 들어간 것 같지만 치즈도 들어 있습니다
치즈를 꺼내서 저에게 주지 않으시겠어요?
죄송해요."
18,53,기타 괴롭힘 대화,"야 손가락 장애
뭐?? 
귀도 장애있냐? 왜 못알아들어
너 지금 뭐라했어
왜 장애보고 장애라고 하는게 잘못이야?
당장 사과해
싫은데 내가왜?
너 가만안둘꺼야
정말 무섭네
꺼져","손가락 장애
뭐??
귀에 문제가 있으신가요? 왜 이해할 수 없나요
방금 뭐라고 하셨습니까
장애를 신고하고 장애라고 부르는 것이 잘못된 이유는 무엇인가요?
지금 사과하기
싫어요 왜요?
나는 당신을 혼자 두지 않을 것입니다
정말 무섭습니다
당장 꺼져요."
19,54,기타 괴롭힘 대화,"철중아? 안녕!
야! 너 왜 카톡방 나갔는데 다시 초대하고 지랄이야?
야! 지랄이라고 했냐?! 많이 컸네 이 새끼가
버러지 같은 게 아직 정신 못 차렸나보지
하. 진짜 개빡치게 하네 머저리들 주제에
저 새끼가 뭐라고 하는거냐 머저리래 주제 파악 못하는 모지리는 너 아니냐 
닥치고 있을 것이지 어디서 계속 깝치길 깝쳐?!
나도 계속 이러면 가만히 있지 않을거야!
어쩔 건데?! 어쩔거냐고!!
엄마 아빠한테 이를거야 이런 개찌질한 짓이라도 하려고?!","철중? 안녕!
야! 카카오톡 채팅방에서 나갔는데 왜 나를 다시 초대하는 거야?
야! 그렇게 말했나요? 그는 많이 자랐어요
아직 정신을 차리지 못했을 수도 있습니다
하. ""살인""의 주제에 대해 너무 화가 났어요
무슨 말을 하는 걸까요? 당신은 주제를 이해하지 못하는 사람입니다
당신은 입을 다물게 될 거예요. 어디서 계속 장난칠 거예요?
계속 이렇게 하면 가만히 있지 않을 거예요!
어떻게 할 거예요? 어떻게 할 거예요!!
엄마 아빠한테 이런 식으로 말할 건가요?!"
20,56,기타 괴롭힘 대화,"사진 봐 못생겼다
이런 댓글 달지 마세요
팩트인데 뭐
얼굴 토나온다
사진 뭐야? 눈이 너무 작아
다 신고할 겁니다
무슨 죄로?
빻았다 진짜뭐야 얼굴
메기 닮음
메기","사진을 보세요. 나는 못생겼습니다
다음과 같은 댓글을 남기지 않습니다
사실입니다
얼굴이 삐죽 나와요
이 사진은 무엇인가요? 눈이 너무 작습니다
모든 것을 보고할 것입니다
뭐 때문이지요?
갈았어요. 내 얼굴이 왜 그래요
메기처럼 보입니다
메기"
21,59,기타 괴롭힘 대화,"어이 아가씨!!
저 아세요.?
이쁜데 어디 살아?
저리 가세요.
아 비싸게 굴지 말고. 몸매 죽이는데?
따라오지 마세요!!
아 그러지 말고 나 좀 따라와 봐. 재밌는 거 보여줄게.
따라오지 마시라고요!!!
더럽게 비싸게 구네!! 좀 따라오라고!!
이거 놔요!!!!!","안녕, 아가씨!!
당신 나 알아요?
예뻐요. 어디에 사시나요?
물러가세요.
너무 비싸지 마세요. 건강하신가요?
따라오지 마세요!!
따라오세요. 재미있는 것을 보여드리겠습니다.
따라가지 마세요!!!
더럽고 비싸네요! 함께 가자!!
이거 놔!!!!!"
22,62,기타 괴롭힘 대화,"어이 코털
왜
왜? 아놔됐고 너 매점가서 곰보빵 두개에 콜라하나 사와라
나 돈없어
돈없어? 그럼 내가 돈줄께
어
여기 1000원 줄테니까 빵두개 콜라하나 사고 거스름돈 거슬러와라
야 택도없어
야 뒤질래? 쌔벼서라도 갖고와 색키야
야","야, 코털
왜죠
왜요? 신경 쓰지 마세요. 가게에 가서 곰보빵 두 개와 콜라를 사 오세요
빈털터리입니다.
돈이 없으신가요? 그럼 돈을 지불하겠습니다
어.
여기서 1,000원 드릴 테니 빵 두 개와 콜라를 사서 거스름돈으로 돌아가세요
선택의 여지가 없습니다
검색하시겠습니까? 다시 가져와요, 색키
야."
23,64,기타 괴롭힘 대화,"아 김여사 진짜 짜증나네 아줌마 ! 차 좀 빨리 뺍시다
아 죄송합니다 ! 제가 초보운전이라 .
아 진짜 아줌마가 뭔 운전이야 집에서 밥이나 할 것이지 
나와서 민폐 끼치네
말이 너무 심한 거 아녜요.?
뭐? 이 아줌마가 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 애나 키우면서 남편 내조나 잘해 여자가 뭔 운전이야
저런 사람을 다 봤나! 하 어이가 없어서","김 선생님, 너무 짜증나요! 빨리 차에서 내리자
아, 죄송합니다! 저는 초보 운전자입니다.
운전이라니 무슨 뜻인가요? 그냥 집에서 먹을 거예요
불편을 끼치고 있습니다
너무 많이 말하는 거 아니에요?
뭐? 이 여자는 겁이 나지만 김씨 부인 앞에서 운전하지 마세요. 집에서 아이를 키우고 남편을 돕고 있습니다. 무슨 뜻이야, 여자가 운전한다고요
그런 사람을 본 것이 믿기지 않습니다"
24,65,기타 괴롭힘 대화,"야 빵좀 사와 
미안해 나영아 나 오늘은 돈이 없어
아니 이 미친놈이 그럼 다른 애들 삥 뜯어서라도 구해와
아니 내가 어떡해 그렇게 하니
이 새끼가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친것아
너 이상해 도대체 왜 그러는거야
아니 이 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지
아 아 그렇구나
아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야",
25,67,기타 괴롭힘 대화,"야 저 사람봐봐 진짜 그 티비에 나오는 못생긴 개그맨 닮지 않았냐?
푸하하하핳 야 진짜 못생겼다 헐 너무 크게 얘기했나봐
저기요 지금 저한테 말씀하신거에요???
아닌데요
아 그래요?
네 그냥 가던길 가시면 될거같은데요?
야 저 사람 못생긴 대신 귀는 밝은가봐
자기가 못생긴지 아나보네 
저기요 저한테 하신말 맞네요 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요
네? 다른사람보고 한말인데요? 그쪽이 너무 예민한거 같은데요?
제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체?","그를 보세요. TV에 나오는 못생긴 코미디언 같지 않나요?
하하하하. 저는 정말 못생겼습니다. 너무 크게 말했나 봐요
실례합니다, 지금 말씀하시는 건가요???
아니요.
아, 그래요?
네, 그냥 가는 길로 가면 될 것 같아요?
야, 그는 못생기지 않았지만 밝은 귀를 가지고 있습니다
그는 자신이 못생겼는지 알아야합니다
실례합니다. 당신 말이 맞습니다. 저는 지금 심각한 모욕을 느끼고 있습니다. 사과해 주세요
뭐? 다른 사람에게 그런 말을 했어요. 너무 민감하신 것 같아요?
다 들었어요. 둘 다 잘생겼다고 생각하지는 않지만 도대체 어디서 그런 말을 할 권리가 있을까요?"
26,70,기타 괴롭힘 대화,"니가 드디어 아들을 낳으니 내가 속이 다 시원하다.
 네 아버지.
 내가 그동안 명절마다 사돈에 안부 전화할때마다 네가 네 역할을 다하지 못해서 얼마나 창피한 줄 알았니? 얼굴도 들지도 못했다.
 아 아버지. 하아. 제가 더 만 고생이 심했어요.
 니가 드디어 아기를 가졌으니 다행이야. 마침 아들이니 더욱 다행이고.
 네 아버지. 진짜 이 와서 너무 행복해요.
 근데 너 시험관하느라 몇 년 허비 한 거 알지? 니 나이가 몇인데 빨랑 둘째 가져.
 아버지. 저 진짜 힘들게 아기 가진거고 둘째 생각 없어요.
 네가 큰 딸인데 그게 무슨 소리야? 빨랑 둘째 가져라. 애 키우느라 쉰다매. 어차피 시간도 많은데 병원 다니면서 힘써라.
 아버지. 애 키우는 것도 힘들어요. 정말.","드디어 아들을 낳으셨으니 기분이 좋아졌습니다.
당신의 아버지.
명절마다 시댁 식구들에게 전화를 걸었는데도 자기 역할을 다하지 않았다는 사실이 얼마나 창피하다고 생각하셨나요? 얼굴도 들지 못했습니다.
오, 아버지. 하. 더 많은 문제가 있었어요.
드디어 아기를 갖게 되어 기쁩니다. 아들이라 다행입니다.
네, 아버지. 여기 오게 되어 정말 기쁩니다.
하지만 수년 동안 시험에 낭비한 거 아시죠? 몇 살이신가요? 둘째를 낳으세요.
아빠, 저는 아기를 갖는 데 어려움을 겪고 있고 또 다른 생각은 없습니다.
장녀라니 무슨 말이야? 여동생이 있어. 육아를 쉬고 있다고 했어. 어차피 시간이 많으니 병원에 가서 열심히 일하세요.
아빠, 아이 키우기 힘들어요, 진짜."
27,74,기타 괴롭힘 대화,"안녕하세요. 혹시 번호 알수있을까요?
아니요 죄송해요.
한번만 주세요.
저 가야해요. 죄송합니다.
아니요 그냥 번호만 주세요.
싫다고요.
이게 돌았나. 그냥 번호만 달라고.
싫다고요!
번호만 주면 될것이지 왜 소리를 질러. 멍청해서 그런가.
뭐? 멍청이요?
그래 멍청!","안녕하세요. 번호를 알 수 있을까요?
아니, 죄송해요.
한 번만 더 부탁드립니다.
가야겠어요. 죄송합니다.
아니요, 번호만 알려주세요.
원하지 않아요.
이게 미친 짓인가요? 번호만 알려주세요.
싫어요!
번호만 알려주시면 됩니다. 왜 소리를 지르시나요? 바보니까요.
뭐? 바보?
네, 바보!"
28,77,기타 괴롭힘 대화,"나 아니야 정말로 
어 그래 너 나중에 나한테 좀 맞자
미안
얼굴도 거지같은게 
미안해
진짜 왜 그렇게 사냐? 재수없으려니까
내가 미안해.
너 한번만 더 그러면 자퇴시켜버린다
미안. 근데 내가 그런건 진짜 아니야.
그걸 믿으라고? 됐고 말하기 싫으니까 꺼져","저는 아닙니다. 정말
네, 알았어요. 나중에 나한테 맞자
미안해요
내 얼굴도 거지처럼 보입니다
죄송해요.
왜 그렇게 살고 있나요? 정말 운이 없으시겠어요
죄송해요.
한 번만 더 그러면 제가 탈락시켜드리겠습니다
죄송하지만 저는 그렇게 하지 않습니다.
믿으라고요? 말하고 싶지 않으니 물러가세요"
29,78,기타 괴롭힘 대화,"여기 서비스좀 주세요
네? 오천원어치 사셔서 제가 남는게 없어요 죄송해요
저기 나 맘카페 회원인데 이런식으로 정없이 장사하면 안되는거 알죠 요새?
아 죄송해요 제가 다음에 오실때 더 드릴게요
내가 다음에 언제 올지 알고 줘요? 그런 약속보다 지금 실행에 옮기세요
아 정말 죄송합니다. 제가 여유분도 없어서
아니 여기 왜이렇게 답답하게 굴어?
죄송해요. 양해 한번만 해주세요
그렇게 장사하다가는 오래 못가
.네 죄송해요","여기에서 서비스 제공
뭐? 5,000원을 샀으니 남은 게 없습니다. 죄송합니다
안녕하세요, 저는 맘카페 회원입니다. 요즘 이런 사업을 하면 안 되는 거 아시죠?
죄송합니다. 다음에 오면 더 드리겠습니다
제가 언제 다음에 올지 아세요? 그 약속보다는 지금 실행에 옮기세요
아, 정말 죄송합니다. 남는 시간이 없습니다
왜 여기서 그렇게 좌절하세요?
죄송합니다. 이해해 주세요
그런 식으로 사업을 하면 오래 지속되지 않습니다
예, 죄송해요."
