,idx,class,conversation,Augmentation
10,55,협박 대화,"저기요 할아버지 여기 버스 안이기도 한데 환기도 잘 안되니까 마스크 좀 써주세요.
너가 뭔데 나보고 쓰라 말아야? 나한테 뭐 해준거 있어?
그게 아니고 이제 버스에서 원래 마스크 안쓰면 내리시거나 벌금 내셔야 해요.
그래서 뭐 어쩌라고. 지금 나 내좇을 수 있는 사람 있어?
그럼 여기서 내리세요 제가 내려드릴게요. 공공장소인데 남한테 피해주면 안되시죠.
너 내가 죽여버릴거야. 각오해. 마스크? 그거 평생 안 쓰게 만들어줄게.
그게 뭔 소리세요. 그런 말 함부러 하시면 안되죠. 아무리 연세가 많으시다고 해도.
그니까 애초에 왜 내 신경을 건드려. 내가 지금은 이렇게 조용하지만 어릴적에는 여럿 패고 다녔어. 오랜만에 힘 좀 써야하네.
협박하시면 신고하실거고요. 마스크 하나 써달라고 했다고 그렇게 말씀하시지 마세요.
내가 뭐 어떻게 말하던 무슨 상관인가? 실제로 죽일것도 아닌데. 오늘 저녁에 죽을거 같을 때 신나게 신고하던지 끌끌","죄송합니다, 할아버지. 여기는 버스 안이기도 한데 환기도 안 되니 마스크를 써주세요.
너는 뭐야, 나보고 쓰라고 안 할 거야? 나한테 뭐 해준 거 있어?
그게 아니라 버스에서 마스크를 쓰지 않으면 내리거나 벌금을 내야 합니다.
그래서 어떻게 하라는 거야. 지금 나를 쫓아갈 수 있는 사람 있어?
그럼 여기서 내리세요 제가 내려드릴게요. 공공장소이기 때문에 남에게 폐를 끼쳐서는 안됩니다.
당신 내가 죽여버릴거야. 각오해. 마스크? 그거 평생 안 쓰게 해줄게.
그게 무슨 말씀이세요? 그런 말을 함부로 해서는 안됩니다. 아무리 연세가 많으시더라도.
그러니까 애초에 왜 내 신경을 건드리는 거야. 내가 지금은 이렇게 조용한데 어렸을 때는 몇 명씩 짰어. 오랜만에 힘을 써야지.
협박 당하면 신고할게요. 마스크 하나 써달라고 했다고 그렇게 말씀하지 마세요.
내가 뭐라고 해도 무슨 상관이야? 실제로 죽이는 것도 아닌데. 오늘 저녁에 죽을 것 같을 때 즐겁게 신고할까"
11,63,협박 대화,"오빠 저랑 사귀어주세요. 오빠 신인때부터 제가 응원해왔고 오빠가 여기까지 올라올수 있었던건 저 덕분이잖아요.!
무슨 소리야. 무서운 소리하지말고 당장 내 앞에서 꺼져. 아니면 매니저 부르고 경찰에 신고할거야.
오빠. 팬사인회에서 나 사랑한다면서요. 무대때도 내 쪽 계솓 쳐다봤으면서.!
난 너 누구인지 기억도 못 하겠고 그런적 없어. 제발 내 팬이라면 이제 가줘 제발.
오빠. 내가 오빠 앞에서 죽어버렸으면 좋겠어요? 오빠는 팬 죽는거 보고싶어요.?
너 손에 그거 뭐야. 당장 내려놔. 위험해.
오빠랑 사랑할수 없다면 전 죽어버릴거에요. 신문사 기자한테도 다 소문 퍼트려놨어요. 오빠가 저 임신시키고 낙태시켰다구요.
너 정말 미쳤구나. 소름끼친다. 나 경찰 불렀고 너 곧 잡혀갈거야. 좋은 말 할때 그 칼 내려놔.
오빠. 나 오빠가 어제 연예인 랑 데이트하는거 봤어요. 오빤 날 배신했네.? 난 오빠만 바라봤는데. 비참해. 죽어버릴거야!!! 손목 그을거야. 오빠도 같이 나랑 천국 가. 다음생에 만나면 우리 평생 사랑해요.
악 제발 다가오지 마!!!","오빠, 저랑 사귀어 주세요. 오빠가 신인 때부터 제가 응원을 해왔고 오빠가 여기까지 올 수 있었던 건 제 덕분이잖아요!
무슨 소리야. 무서운 소리 하지 말고 바로 내 앞에서 사라져. 그렇지 않으면 매니저를 불러서 경찰에 신고할 거야.
팬사인회에서, 저를 사랑한다고 했잖아요. 무대 때도 저를 쳐다보더니!
나는 당신이 누구인지 기억도 안 나고 그런 적도 없었어. 제발 내 팬이라면 그만 가줘 제발.
오빠, 제가 오빠 앞에서 죽었으면 좋겠어요? 오빠는 팬이 죽는 것을 보고 싶어요?
오빠 손에 그게 뭐야. 지금 내려놔. 위험해.
오빠와 사랑하지 못하면 저는 죽고 맙니다. 신문사 기자들에게도 전부 소문을 퍼뜨려 놓았어요. 오빠가 저를 임신시켜서 낙태시켰거든요.
너 정말 미쳤구나. 소름이 끼치다. 나 경찰 불렀고 너는 곧 잡힐 거야. 좋은 말 할 때 그 칼 내려놔.
오빠, 저 오빠 어제 연예인이랑 데이트하는 거 봤어요. 오빠는 나를 배신했네. 나는 너만 바라봤는데. 비참해. 죽어버릴거야!!! 손목을 구울 거야. 너도 같이 나랑 천국에 가. 다음 생에 만나면 우리 평생 사랑합시다.
아 제발 다가오지마!!!"
12,69,협박 대화,"너 왜 내말 안듣는데?
들을게.
말만 그렇게 하고 니가 하는게 없는데? 너 그럴때마다 진짜 죽이고 싶어
그래도 죽이고 싶다니.
진심이야. 나 칼로 너 찌를 수 있어. 못할것같냐?
진정해 
너같으면 진정되겠냐? 나 지금 칼 가져올거야.
미안해.
계속 그런식이면 진짜 너 죽일거야
안그럴게",
13,71,협박 대화,"자네가 내일 삼송그룹 회장이 192억 탈세를 했다는 사실을 기사로 내보낸다는 기자인가?
네 맞습니다
좋은 말로 할 때 그 기사 올리지 말게. 당신은 천호초 앞 우미린 아파트 602동 101호에 살고 당신네 자식은 8시35분 경에 등교를 하여 4시에 딩동댕피아노학원에 가지?
헉 . 그걸 어떻게
지금까지 앞에 한 말 잘 들었을 거야. 우리가 왜 자네에게 이런 말을 했는지 모르겠나?
제가 만약 올리게 된다면 어떻게 되나요 저는 시민들의 알권리가 있고 대한민국을 밝히는 일이 제 직업적 소명이기에 기자라는 직업을 택했습니다.
자네같은 기자만 수십 아니 하루에도 열 명씩 처리한다네. 이 세상엔 권력이면 자네 목숨값 하나정도야 쉬워
지금 안한다고 하면 목숨은 챙겨나갈 수 있지만 내일이면 당신 포함 당신의 가족들 전부가 죽게될거야
이 세상엔 경찰들이 있지 않습니까? 분명 폭로한다고 했던 기자가 죽는 것을 보고 공론화되어서 당신들이 다 죽인게 탄로날거에요
말귀를 잘 못알아 먹군. 자네가 이 세상을 바꿀 수 있을 거라 생각한다면 큰 오산이야 멍청한 직업적 소명에 내일 당장 목매달고 작별인사도 못 한 채로 산에 쳐 묻히기 싫으면 조용히 파일을 넘기고 나가게
네 살려주세요",
14,75,협박 대화,"저기요 이것좀 도와주세요
네 알겠습니다. 아가씨
야 이 새끼 잡아
뭐 뭐에요 이거 놔요
에휴 야도 별수없는 남자네 여자의 유혹에 바로 넘어가고
뭐야 함정이었어? 이런
야 수고 했다 여기 너 보상
감사합니다.
야 너 나 알지 넌 이제 죽었어
저한테 원하는게 뭐에요
아 너가 경찰청장 아들이라며 니 아버지 때문에 우리식구가 얼마나 고생했는 줄 알아?
그래서요
널 죽여야겠다. 개인적인 감정은 없다 너 아버지한테 빼고","실례합니다. 이것 좀 도와주세요
예 알겠습니다. 따님
야, 얘 잡아
뭐예요? 이거 놔주세요
하~도 어쩔수없는 남자여자의 유혹에 쉽게 넘어가서
뭐야, 함정이었어? 아차.
아이고, 수고해라 당신 보상
감사합니다。
오빠, 나는 알아. 너는 이미 죽었어
나에게 바라는 것은 무엇입니까
아, 네가 경찰청장 아들이래. 너희 아버지 때문에 우리 가족이 얼마나 고생했는지 알아?
그래서 말이죠
너 죽여야 돼. 개인적인 감정은 없다 당신 아버지를 제외하고"
15,76,협박 대화,"그만 좀 꺼져
내가 뭘 했다고
그냥 너 존재 자체가 짜증나
아 왜 그래
쳐맞고싶냐
미안
그리고 너 동생 이쁘던데 
어?
이쁘다고
동생은 건드리지 마
건든다고 안 했는데? 죽고싶냐 이새끼야?
미안","이제 그만 좀 해
내가 뭘 했다는 거야
당신 존재 자체가 짜증나
왜 그래
얻어맞고 싶은거야
미안.
그리고 당신 동생 예뻤어
어?
예쁘대
동생은 건드리지 마라
만진다고 안 했는데? 죽고싶은거야 이 자식아?
미안."
16,88,협박 대화,"너 하나밖에 없는 아들 잘생겼네. 이제 하나뿐인 아들도 곧 못볼텐데 인사하고 싶으면 해
제 하나밖에 없는 아들입니다 잘 아시지 않습니까 저 아들없으면 이 세상 못 살아아요
너가 살던 죽던 내 알바 아니잖아 내가 필요한건 그냥 니 아들이야
제 아들이 필요한 이유가 뭡니까? 제가 가능한 다 해결하도록 하겠습니다.
내가 너 딱해서 한 번 기회 주는거야. 역 물품보관소 가면 서류들 있을거야 그 서류 내가 보내는 장소로 가져다 놔
네 지금 바로 하겠습니다
경찰에 신고하면 어떻게 되는지 알지?
네 신고 안 할게요 제발 아들 다치지 않게 해주세요
하라는 대로만 하면 아들도 풀어주고 다 할게 근데 신고하면 니 아들 목숨 네 목숨까지 끊어버려서 세상에서 존재안하 게 만들거야
진짜 하라는 대로만 할게요 그냥 서류만 가져다주면 되는거 맞죠?","너 하나밖에 없는 아들 멋있다. 또 다른 아들도 못 만나니까 인사하고 싶으면 하고
나의 하나밖에 없는 아들입니다 잘 아시잖아요. 저는 아들이 없으면 이 세상에 살아갈 수 없습니다
네가 살던 내 알바가 아니잖아. 내가 필요한 건 단지 네 아들일 뿐이야
제 아들이 필요한 이유는 무엇입니까? 제가 가능한 한 다 해결하도록 하겠습니다.
내가 너가 되어서 한번 기회를 주는 거야. 역 물품보관소에 가면 서류가 있을 거야. 그 서류는 내가 보낼 장소에 가져다 놓고
네, 지금 바로 하겠습니다
경찰에 신고하면 어떻게 되는지 알지?
네, 신고하지 않겠습니다. 부탁이니까 아들이 다치지 않게 해주세요
시키는 대로 하면 아들도 풀어줄게. 하지만 신고하면 아들의 목숨, 자신의 목숨까지 끊어버려 세상에 존재하지 않게 하는
정말 시키는 대로 할게요. 서류만 가져오면 되는거죠?"
17,98,협박 대화,"역시 가족이 있어야 오는건가?
 우리 가족을 인질로 잡아? 사람이야?
당연하지 얼굴보기 꽤나 힘든데 이렇게라도 볼 수 있어서 얼마나 좋아.
당장 우리가족 살려줘
살려줄게 살려주는 대신에 한 명에 니 장기 하나 어때?
정말 아직도 정신을 못차렸구나 그러니까 내가 여기서 나간거야.
가족들이 죽는걸 눈으로 지켜볼거야?
절대 안돼. 건들면 너넨 내 손에 죽어.
아이고. 그럼 니 장기 가져가게 마 취주사부터 맞자.
풀어주는 조건이야.","역시 가족이 없으면 안 오나?
우리 가족을 인질로 잡는 거야? 사람이야?
당연하지 얼굴 보기도 힘든데 이렇게라도 보니까 너무 좋아.
지금 당장 우리 가족을 도와줘
도와줄게. 도와주는 대신에 한 사람한테 네 장기 하나 어때?
진짜 아직도 정신이 없는 거야, 그래서 내가 여기서 나간 거야.
가족이 죽는 걸 눈으로 지켜볼 거야?
절대 안 돼. 건드리면 너희는 내 손에 죽을 거야.
아아 그럼 너 장기 가져가게 마취주사부터 맞자.
푸는 조건이야."
18,99,협박 대화,"그 영상 당장 내려. 죽여버리기 전에
 영상 조회수가 몇인데 내리라 마라야?
 내 얼굴 들어간 영상으로 이익 나니까 좋냐? 초상권 침해로 고소하기 전에 당장 내려
 너가 그때 동의한 거 잊었어?
 개소리 집어치우고 네 손모가지 날려버리기 전에 좋은 말 할 때 지워.
 개인정보 동의서 찾아보면 되겠네. 이 영상의 저작권이 누구한테 있는지 한번 따져보자고.
 내 얼굴 들어갔는데 너 같은 새끼한테 저작권이 있겠냐? 너 직장 거기 맞지? 신사역. 가서 너 실체 다 까발리기 전에 당장 영상 내려
 너 내 뒷조사 했니?
 못할 게 뭐있어
 소름돋는다 정말","그 영상을 지금 바로 내려. 죽여버리기 전에
영상 조회수가 몇 개인데 내리라는 거야?
내 얼굴이 들어간 영상으로 이익이 나서 기뻐? 초상권 침해로 고소하기 전에 즉시 내려라
네가 그때 동의한 거 잊었어?
개소리를 내서 네 손목을 날려버리기 전에 좋은 말을 할 때 지워라.
개인정보 동의서 찾아보면 되겠다. 이 영상의 저작권이 누구에게 있는지 한번 알아보자.
내 얼굴이 들어갔는데 너 같은 애한테 저작권이 있을 것 같아? 너 직장은 저기지? 신사역에 가서 '당신'의 실체를 밝히기 전에 바로 영상을 다운받아서
너 내 뒷조사 했어?
못할 일 따위는 없어요
닭살 돋는다, 진짜"
19,102,협박 대화,"잘지냈지 그동안 장기 잘 보관하고 있었겠지?
응 장기는 여기 이번이 내가 보관하는 마지막이야.
머 갑자기 여기를 나간다고 너 미쳤어?
아니야 나 이제 더 이상 이짓 하고싶지 않아.
그래? 그럼 너 들어올 때 했던 말 기억하지? 나갈 땐 걸어서 못나간다고.
응 기억해 그래서 말인데 나 좀 살려줘 우리 같이 빠져나가자.
싫어 난 안갈거야 여기서 널 죽일거야.
제발 나 살려줘 사람답게 살고 싶어.
우리한테 사람답게 사는 일은 더 이상 없어 그러고 싶음 죽어 총 줄테니까 자결해
아니야 제발. 제발 살려줘.","잘 지냈어? 그동안 오랫동안 잘 보관하고 있었겠지?
응, 장기는 여기서 이번이 내가 보관하는 마지막이야.
뭐야, 갑자기 여기를 나간다고. 너 미쳤니?
아니, 나는 더 이상 이것을 하고 싶지 않아.
그래? 그럼 너한테 들어갔을 때 얘기한 거 기억나지? 나갈 때는 걸어갈 수가 없대.
어, 기억나. 그래서 말인데 나 좀 도와줘. 우리 같이 빠져나가자.
아니 나는 안갈래. 여기서 당신을 죽일 거야.
제발 나 좀 도와줘. 사람답게 살고 싶다.
우리에게 인간답게 사는 일은 이제 없다. 그러고 싶으면 죽어줄 테니까 자결해
아니, 제발. 제발 도와줘."
20,106,협박 대화,"차 안빼면 도끼로 찍어버린다
무슨일 입니까 누구세요
열받게 하지말고 시키는대로해
오후 6시까지는 지정주차가 아닌데 왜 그러세요
말 같지도 않은 소리 말고 죽기 싫으면 빼라
진정하시죠
말장난 하지말고 내눈 앞에 차 치워
시간 좀 주세요
쇠사슬로 영원히 묶어버리는 수가 있어
알겠어요 잠시만요","차를 빼지 않으면 도끼로 찌르고 만다
무슨 일입니까? 누구십니까
화내지 말고 시키는 대로 해라
오후 6시까지는 지정 주차가 아닌데 무슨 일이에요
말도 안 되는 소리 하지 말고 죽기 싫으면 빼라
진정해요.
까불지 말고 내 눈앞에 차 치워줘
시간을 주세요
쇠사슬로 영원히 묶어버릴 수 있는
알겠어요。 잠깐만요."
21,119,협박 대화,"인스티지 너냐?
응 왜?
글내려라 생각이 있냐? 너도 죽어
내가 왜 죽어 너나 죽어
야 장난하지말고 내리라고 죽고싶냐
아씨 왜
너 때문에 손해배상 청구할거니까 입 다물고 내려라
나도 내가 글 쓰고싶은거 쓸 수 있는거 아니야?
얘 아직도 정신 못차렸네 그냥 내리라고 죽고싶냐 진짜
싫어. 나도 자유는 있지.","인스테이지 너야?
응, 왜?
글을 써 내려갈 생각이 있어? 당신도 죽으렴
내가 왜 죽어. 여보, 내가 죽을 거야
야, 까불지 말고 내리라고 죽고 싶냐
야, 왜 그래
당신 때문에 손해배상 청구할 테니 잠자코 내리시오
나도 내가 쓰고 싶은 걸 쓸 수 있는 거 아니야?
얘 아직도 정신 못 차렸어. 그냥 내리라고 죽고싶은거야 정말로.
싫어 나도 자유는 있어."
