,idx,class,conversation,Augmentation
10,66,직장 내 괴롭힘 대화,"야 너 커피 좀 타와봐라
저 말씀 하시는 겁니까?
그래 여기서 그런 잡일 할 사람이 너 말고 누가 있는데?
아 죄송합니다 지금 타오겠습니다 여기 타왔습니다.
어 씨 야 이거 먹으라고 탄 거 맞냐? 똑같은 믹스커피를 무슨 이렇게 맛대가리 없이 탔어 그리고 뭐 나 혓바닥 화상입어서 죽으라고 이렇게 뜨겁게 탔냐?
아이고 죄송합니다. 최대한 정성 들여 탔는데 입맛에 안 맞으셔서 죄송해요.
어떻게 잘하는 일이 하나도 없어 내가 다 안쓰러워 지려고 한다. 어떻게 지금까지 잘 살아있냐 잘하는것도 없는데
죄송합니다 앞으로 더 노력하겠습니다.
당연히 노력해야지 너 지금 이렇게 살면 뭐 3년? 뒤에 집에서 백수로 살아야 해 너 받아줄 회사 없다고 똑바로해
네 알겠습니다 죄송합니다.","야, 커피 좀 마셔요
지금 나에 대해서 얘기 하고 있는 거예요?
네, 여기서 그런 종류의 특이한 일을 또 누가 할까요?
아, 죄송합니다. 지금 태울게요. 여기 있습니다.
야, 이거 먹기 위해 화상 입은 거 확실해? 맛 없이 똑같은 믹스 커피를 만들었죠. 그리고 무엇 때문에 너무 뜨거워서 혀에 화상을 입었나요?
아, 죄송합니다. 최대한 태워보려고 했는데 입맛에 맞지 않아서 죄송합니다.
제가 잘하는 것은 아무것도 없습니다. 모든 것이 미안할 것 같습니다. 지금까지 어떻게 지내고 계신가요? 당신이 잘하는 것은 아무것도 없습니다
죄송합니다. 앞으로 더 열심히 노력하겠습니다.
물론 노력하겠습니다. 3년 동안 이렇게 살면 무슨 소용이 있을까요? 앞으로는 집에서 백수로 살아야 합니다. 받아줄 회사가 없다고 솔직하게 말하세요
네, 알겠습니다. 죄송합니다."
11,68,직장 내 괴롭힘 대화,"아니 김대리 도대체 일처리가 이모양이냐?
 제가 혹시 실수한거 있나요?
 아 말대꾸 따박따박 같네
 죄송합니다.
 야 내가 니 친구로 보이냐?
 아닙니다.
 너 진짜 회사에서 찍히고싶은거지?
 죄송합니다 그런의도로 말한건 아닙니다
 그냥 회사에서 쥐죽은듯이 살아
 알겠습니다.","김 선생님, 이런 일을 어떻게 처리하세요?
제가 실수 했나요?
나에게 말대꾸하는 것처럼 들립니다
죄송해요.
제가 당신의 친구처럼 보이나요?
아니요.
정말 직장에서 촬영하고 싶지 않나요?
죄송합니다. 그럴 의도는 없었습니다
직장에서 쥐처럼 살기
그렇군요."
12,73,직장 내 괴롭힘 대화,"나은씨
 네?
 가서 커피좀 타와
제가요?
그럼 여기 나은씨가 둘인가?
아 저 커피는 좀.
왜? 나은씨 집에서 아빠한테도 커피 한번 안타줘봤어?
저희 아빠는 스스로 내려드시는데요.
뭐??? 그럼 여기가 집이랑 같다고 생각하는거야??
그건아닌데.
 하고싶은거만 하면서 살 수 있다고 생각해? 가서 얼른 타와 입아프니까","나은 씨
뭐라고요?
가서 커피 좀 가져다줘요
제가요?
그렇다면 나은이는 두 명인가요?
아, 그 커피는 좀.
왜 그럴까요? 집에서 아빠를 위해 커피를 만들어 본 적이 있나요?
아빠는 혼자 내리십니다.
뭐? 그래서 여기가 집과 같다고 생각하시나요??
그게 아니에요.
하고 싶은 일을 할 수 있을까요? 빨리 들어가세요. 입이 아파요"
13,81,직장 내 괴롭힘 대화,"김대리는 어떻게 커피 하나를 못 타나?
네? 죄 죄송합니다.
내가 물을 많이 넣으랬지. 누가 한강물로 만들랬어?
죄송합니다. 다시 타올게요.
뭘 다시 타와? 그냥 마시면 되지. 누굴 나쁜 놈 만들라고 작정했네.
죄송합니다.
그 죄송합니다 소리 좀 그만해. 아주 내가 괴롭히는 줄 알겠어?
네.
네? 내가 괴롭혀? 자기야 말 좀 해봐.
아 아니에요. 무슨요.
생긴대로 논다고. 아 짜증나. 누가 뽑았어 저런 새끼를.","김 씨는 어떻게 커피 한 잔을 만들 수 없나요?
뭐? 죄송합니다.
물 많이 넣으라고 했잖아요. 누가 한강물로 만들라고 했나요?
죄송합니다. 다시 타겠습니다.
무슨 소리예요? 그냥 마시면 돼요. 누군가를 나쁘게 만들 거예요.
죄송해요.
미안해요, 그만 말해요. 제가 귀찮게 한다고 생각하세요?
좋아요.
뭐라고요? 제가 귀찮게 하나요? 여보, 말해보세요.
오, 아니요. 뭐.
그들은 생긴 대로 플레이합니다. 정말 짜증납니다. 누가 그 멍청이를 선택했나요."
14,82,직장 내 괴롭힘 대화,"부장님
왜 불러?
저 이번주 금요일날 연차 쓸수있어요?
안돼 한참 바쁠땐데
저 연차 한번도 사용한 적 없잖아요
신규가 무슨 연차를 써. 눈치도 더럽게 없어가지고.
무슨 말씀을 그렇게하세요.
아니 내가 말을 안하려고 했는데. 씨는 일 너무못해. 
너무하세요
못생겼으면 일이라도 잘 해야지.","부장님
왜 전화하세요?
이번 주 금요일에 연차를 사용할 수 있나요?
아니요, 지금은 매우 바쁜 시기입니다
연가를 사용한 적이 없습니다
어떤 종류의 연차를 사용하시나요? 정말 눈치가 없어요.
뭐라는거야.
아니요, 말하지 않으려고 했어요. 당신은 일을 너무 못합니다.
너무하세요.
못생겼으면 일이라도 잘해야 합니다."
15,83,직장 내 괴롭힘 대화,"하사원 여기 놀러왓냐
아닙니다
이것밖에 못햇냐
죄송해요
월급만 축내네 진짜
죄송해요
그냥 낼 부터 나오지마
처자식이 잇어여
내가 알바 아니구
죄송합니다","경사님, 놀러 오셨나요
아니요.
그게 제가 할 수 있는 전부입니다
죄송해요.
당신은 나에게 돈만 주고 있습니다
죄송해요.
먼저 나오지 마세요
아내와 자녀가 있습니다
저는 아르바이트생이 아닙니다
죄송해요."
16,86,직장 내 괴롭힘 대화,"야 이 새끼야. 이번 일 잘못되면 다 너때문이야 알겠어?
죄송합니다.그렇지만 이러시는 건 너무 과하신 거 같은데요.
과해? 이게 과해? 이 새끼가 오냐오냐해줬더니 왜 이렇게 기어올라 ?
제가 실수한 부분은 인정 합니다만.저만 그렇게.
가지가지 하네. 니 말은 나도 잘못했으니 그냥 입닥치라 이거냐? 골때리는 새끼네.
그런 뜻이 아닙니다. 죄송합니다.
니가 회사에 도움이 된다고 생각하냐? 그냥 시키는 일이나 똑바로하고 옆에 찌그러져 있으라고. 아오 진짜 
그렇지만 너무 부당한 사항이여서.말씀 드린 건데.
너는 우리나라 법도 부당하면 국회가서 따질래? 이 새끼가 대가리에 똥이 찼나. 그냥 사리고 알겠습니다 하고 끝내면 될 것을 . 
저희에게 오는 손해가 너무 . 큰 것 같아서.
니 돈나가냐? 어? 뒷 일은 알아서 위에서 할 건데 왜 나대냐고 그러니까 .","무슨 일이 생기면 다 당신 때문이에요, 알겠어요?
죄송하지만 이건 너무 과한 것 같습니다.
너무 많아요? 너무 많아요? 오냐고 물었더니 기어오르고 있나요?
제가 실수한 것은 인정하지만 저뿐입니다.
당신은 온갖 종류의 일을 하고 있습니다. 제가 잘못해서 입을 다물라고요? 당신은 멍청한 사람입니다.
그런 뜻이 아닙니다. 죄송합니다.
당신이 회사에 도움이 된다고 생각하시나요? 시키는 대로 하고 제대로 하고 옆에 깔려 있으면 됩니다. 이런
하지만 너무 불공평합니다. 정말이에요.
국회에 가서 한국 법도 불공평한지 논쟁하고 싶으신가요? 머리에 똥을 싸셨나요? 그냥 사서 오케이하고 끝내세요.
저희에게 미치는 피해가 너무 크다고 생각합니다.
계산하실 건가요? 어? 나머지 작업은 제가 알아서 할 건데 왜 제 얘기를 하세요."
17,87,직장 내 괴롭힘 대화,"과장님 다음주에 여름휴가 사용해도 될까요?
다음주에는 박대리가 쓴다고 하는데 다음에 쓰지
그러면 다다음주에는 가능할까요?
다다음주는. 김대리. 다들 바쁘게 일하는데 무슨 휴가를 쓴다고 하냐?
저도 가족들이랑 휴가 잠깐 다녀오고 싶어서요.
남들 다 열심히 일하는데 너만 갔다오고 싶니?
다른 분들은 다들 갔다오셨구 제가 맡고 일은 이번주에 다 끝낼 수 있어서 말씀드립니다.
아 됐고 나중에 써 나중에
혹시 나중 언제쓰면 될까요?
모르겠고 그냥 나중에 쓰라고!","매니저님, 다음 주에 여름 휴가를 사용해도 될까요?
박 씨는 다음 주에 사용할 예정입니다. 다음에 사용하겠습니다
그렇다면 다음 주에 가능할까요?
다음 주에. 김 선생님. 모두들 바쁘게 일하고 있습니다. 어떤 휴가를 보내시나요?
저도 가족과 함께 휴가를 가고 싶습니다.
다른 사람들은 모두 열심히 일하고 있는데, 당신만 가고 싶으신가요?
다른 사람들도 모두 참석했고, 제가 책임지고 이번 주에 모든 작업을 끝낼 수 있기 때문에 말씀드립니다.
네, 나중에 사용하세요
나중에 언제 사용할 수 있나요?
모르겠어요. 나중에 사용하세요!"
18,90,직장 내 괴롭힘 대화,"야 김대리 너 커피 안타오고 뭐해?
아 금방 타가겠습니다
장난쳐? 커피 다 식었잖아
죄송합니다.금방 타서 드리겠습니다
야 됐고 그냥 밖에 나가서 라떼로 사와
아 네 알겠습니다. 카드는 그럼?.
네 돈으로 사와 임마","안녕하세요, 미스터 김, 커피 마시고 뭐 하세요?
아, 바로 태울게요
농담하는 건가요? 커피가 차갑습니다
죄송합니다. 바로 드리겠습니다
괜찮아요. 그냥 나가서 라떼나 마셔요
아, 알겠습니다. 카드는 어떻게 되나요?
돈으로 구매하세요, 친구"
19,92,직장 내 괴롭힘 대화,"야 신규 너 똑바로 환자 관리 안 하냐? 인수인계 제대로 들은거 맞아? 너 누가 저 환자 항암 약물 속도 저렇게 하래 죽이고 싶어서 환장했어?
인수인계 들었는데. 어. 약물 속도는 제 프리셉터 선생님이. 설명해주신바로. 저렇게 하라고 하셨어요.
니 프리셉터가 문제라는거야? 너가 잘 못들은거 아니고?
아니 바쁘셔서 그런지. 책 보고 알아서 하라 그래서 책 보고 최대한 아는 대로 한겁니다.
모르는거 물어보라고 프리셉터 붙여준거 아니야? 너 여기 실전이야 니 하는 행동에 환자가 죽을수도 있다고. 야 김간호사 너 얘 프리셉터지?
네 맞는데요 왜 그러시죠?
아니 얘가 약물 조절 잘못했는데 너가 책 보고 하라 그랬다고 그러던데? 대충 알려줬냐?
그런 적 없는데요. 자기가 괜히 잘못해놓고 제 탓 하는건가보죠. 그리고 저 신규간호사 일도 제대로 못 하고 아는것도 하나도 없어서 가르칠맛이 안나요. 한 번 한 달간 굴려봐야 정신차리나.
야 니가 멍청해서 설명해도 못 알아들었나보네. 근데 어디서 선배 간호사를 탓 해. 너가 부족하다 생각하면 매일 남아서 연습하고 또 연습해.
좀 억울한게 이번에 프리셉터 선생님 배정받고 뭐 설명듣고 배운거 하나도 없어요. 가르쳐주시지도 않았고 간호사 됐으면 알아서 다 하라고 하셨어요. 다른 동기들 프리셉터 분들은 다 차근차근 설명해주시는데 제 프리셉터분은 너 혼자 해라 매일 이런식이었어요.
야 그래서 내가 잘못했다는거냐? 너 나한테 또 배울거면 왜 돈 내고 4년동안 대학 다니는데. 제발 혼자 알아서 해 남탓하지 말고. 간호사를 그만두던가 제대로 못 하면서 왜 대학병원에 입사해가지고 사람들을 이렇게 괴롭혀? 차라리 환자들 똥기저귀나 갈던가. 실력도 없는 게 말은 많아가지고.","환자 관리를 제대로 안 하고 계신가요? 전환기를 제대로 들으셨나요? 누가 환자의 항암제 속도에 그렇게 하라고 했나요? 죽이고 싶어서 미쳤나요?
전환을 들었습니다. 제 프리셉터가 약물의 속도를 설명해줬어요. 그렇게 하라고 하더군요.
프레셉터가 문제라는 건가요? 제대로 듣지 못한 것은 아닌가요?
아니요, 바쁘셔서 그럴 수도 있죠. 책을 읽고 몸조심하라고 해서 최대한 많이 읽고 했어요.
모르는 거 물어보라고 프리셉터를 씌운 거 아니야? 환자가 당신의 행동으로 죽을 수도 있어요. 김 간호사, 당신은 프리셉터죠?
네, 맞습니다. 무슨 일이신가요?
아니요, 그는 약을 잘 조절하지 못한다고 말했지만 당신은 그에게 책을 읽으라고 말했습니다. 그가 대략적인 아이디어를 주었나요?
아니요, 아닌 것 같아요. 아마도 그는 제가 잘못했다고 비난하고 있는 것 같아요. 그리고 저는 신입 간호사이기 때문에 가르치는 데 능숙하지 않고 아무것도 모릅니다. 한 달 동안 말아서 정신을 차려야 할 것 같아요.
야, 바보 같아서 설명해도 이해 못했나 봐. 그런데 어디서 선임 간호사를 비난하는 거야? 네가 부족하다고 생각되면 매일 남아서 연습하는 거야.
조금 억울한 점은 이번에 프리셉터를 배정받았는데 설명을 듣고 아무것도 배운 것이 없다는 점입니다. 그는 저를 가르치지 않았고 간호사라면 모든 것을 혼자서 하라고 했습니다. 다른 반 친구들, 프리셉터들이 차근차근 설명해 주지만 제 프리셉터는 매일 이렇게 지냈습니다.
야, 그래서 내가 잘못한 거야? 또 나한테 배울 거라면 왜 4년 동안 대학에 가는 대가를 치르나? 자책하지 마세요. 간호사를 그만두거나 제대로 하지 않으면서 대학 병원에 들어갈 때 왜 그렇게 사람들을 괴롭히나요? 환자 똥에 갔어야죠. 저는 말이 많아서 일을 잘 못합니다."
20,93,직장 내 괴롭힘 대화,"어이 김대리! 이리 좀 와봐!
 네 부장님. 무슨 일이세요?
 여기 이 파일들 내일까지 정리해와.
 이건 박대리 업무가 아닌가요?
 내 처남인 박대리가 어제 과음해서 힘들다잖아! 김대리가 좀 해와.
 저도 오늘 업무가 많아서요.
 상사의 지시를 듣지 않는거야?
 저어.그런뜻이 아니라.
 그럼 잔말말고 정리 해와!
 네. 알겠습니다.","안녕하세요, 김 대리님! 이리 오세요!
네, 선생님. 무슨 일이신가요?
내일까지 여기에 파일을 정리하세요.
이건 박 씨가 할 일이 아닌가요?
어제 술을 너무 많이 마셔서 형부인 박씨가 힘들어합니다! 김씨, 해주세요.
저도 오늘 일이 많습니다.
사장님의 지시를 듣지 않으셨나요?
그런 뜻이 아닙니다.
그럼 얘기하지 말고 청소하세요!
네, 알겠습니다."
21,95,직장 내 괴롭힘 대화,"부장님 내일은 휴가를 내도 괜찮나요?
뭐? 왜 너 생리하냐
네? 지금 뭐라고 하셨어요?
다시 말해줄까? 너 생리하냐고
지금 여기 재밌는 상황이 나오네
부장님 지금 주변에 사람들 다 듣잖아요 지금 뭐하시는 거에요
아니 생리는 생리현상 아닌가? 그게 창피한건가?","선생님, 내일 하루 쉬어도 괜찮으신가요?
뭐? 생리를 하는 이유
뭐? 방금 뭐라고요?
다시 말해줄까요? 생리 중이신가요
여기에 재미있는 상황이 있습니다
매니저님, 주변 사람들이 모두 듣고 있습니다. 뭐하는 거죠
아니요, 월경은 현상이 아닌가요? 당황스럽나요?"
22,97,직장 내 괴롭힘 대화,"야 김사원 너 오늘 표정안좋다?
아 아닙니다. 피곤해서 그런 것 같습니다.
그러게 너는 일이 익숙치가 않아서 그런거잖아. 숙련도가 떨어진다고 이새끼야.
죄송합니다.
죄송하면 일을 더 열심히 해야지. 피해끼쳐 되겠어?
어쩐지 맨날 뭘 하는지 했더니 헤매는 거였네.
앞으로 더 노력하겠습니다.
그러게 말이야 좀 더 노려을 하란 말이야. 열정이 없어.
다른 사람한테도 꾸중 듣고 너도 보통 능력없는 새끼가 아니네.
그러게 이런 애들한테 월급이 아깝다.","안녕하세요, 김 직원, 오늘 기분이 안 좋아요?
아니요. 피곤해서 그런 것 같아요.
네, 일에 익숙하지 않아서 그래요. 당신은 일에 능숙하지 않아요.
죄송해요.
미안하다면 더 열심히 일해야 합니다. 마음이 아플까요?
당신이 항상 무엇을 하고 있는지 궁금했지만, 당신은 방황하고 있었습니다.
앞으로 더 열심히 노력하겠습니다.
더 열정적으로 노력하세요. 저는 열정적이지 않습니다.
다른 사람들에게 혼났기 때문에 당신은 평범한 무능한 사람이 아닙니다.
네, 이 아이들에게는 급여가 낭비됩니다."
23,101,직장 내 괴롭힘 대화,"김사원 이리 와보게
네 팀장님 무슨 일이신가요?
도대체 옷이 그게 무슨 일이야?
제 옷이 왜.
아니 회사에 출근할 때에는 이런 옷 못 입는 거 모르나?
네? 오늘 캐주얼 데이라서 이렇게 입었는데요.
캐주얼 데이라고 하더라도 회사 출근인데 너무 심하게 편한 거 아닌가?
죄송합니다. 바꾸겠습니다.
정신차려 여기는 회사야!
네.","미스터 김, 이리 오십시오
네, 팀장님, 무슨 일이신가요?
옷은 도대체 어떻게 된 걸까요?
제 옷이 왜 그럴까요.
출근할 때 이 옷을 입을 수 없다는 것을 모르시나요?
뭐? 캐주얼한 날이라 이렇게 입고 있습니다.
캐주얼한 하루라도 출근하기에는 너무 편리하지 않나요?
죄송합니다. 변경하겠습니다.
일어나세요! 여기가 바로 회사입니다!
좋아요."
24,104,직장 내 괴롭힘 대화,"김사원! 커피 한 잔.
.네.
김사원 표정이 그게 뭔가? 상사가 업무지시를 하면 웃으면서 대답도 똑 부러지게 해야지.
네 대리님.
요즘 젊은 친구들은 왜 이렇게 회사생활을 못하는지 모르겠어. 요즘 젊은 얘들은 버릇이 없어요 버릇이! 쯧쯧.
죄송합니다.
어휴 나 때는 말이야 상사가 커피 좀 부탁하면 방긋방긋 웃으면서 타오고 그랬어! 근데 김사원은 뭔가?
네.
이것 봐. 김사원은 대답도 똑바로 못하나? 그렇게 어리버리하니까 사회생활을 못하지. 업무가 마음에 들기를 하나? 아니면 싹싹하게 굴기를 잘하나? 그러니까 입사한지 5년이 넘도록 평사원이지!
죄송합니다.",
25,110,직장 내 괴롭힘 대화,"저기 김주임님. 이 엑셀 파일 마케팅부에서 정리하기로 한 것 아니었나요?
 아 그거 제가 일이 많아서 대신 좀 부탁해
 네.? 이걸 제가 왜 해야하나요?
 내가 지금 일이 많다고.
 그래도 제 담당 업무가 아닌데 제가 대신 하는 건 좀 아닌것 같습니다.
 아니 상사가 바쁘다는데 이런 잡일 좀 대신 해주는 게 어려워?
 아니.그래도 남한테 떠맡기는 건 아니죠.
 뭐? 지금 나랑 싸우자는거야? 어디서 말대꾸야! 하라면 해!
 하.알겠습니다. 죄송합니다.
 빨리 처리해서 오늘 오후까지 정리해놔","실례합니다, 김주임. 이 엑셀 파일 마케팅 부서는 원래 정리해야 하는 부서가 아니었나요?
아, 할 일이 많아서 대신 해주세요
뭐? 왜 이렇게 해야 하나요?
저는 지금 일이 많습니다.
그래도 제 일이 아니기 때문에 대신 하는 것은 아니라고 생각합니다.
상사가 바빠요. 저를 위해 이 모든 집안일을 하는 것이 어렵나요?
아니요. 하지만 다른 사람에게 맡기면 안 됩니다.
뭐? 지금 나랑 싸우고 있어요? 어디서 반격하는 거야? 내가 하라고 하면 해요!
하.알겠습니다. 죄송합니다.
오늘 오후까지 빨리 처리하고 정리하세요"
