idx,class,conversation
10,일반 대화,예전에 초콜렛 카페에서 아르바이트 했거든?\n 초콜렛 많이 먹었겠다\n 응 진짜 많이 먹었지\n 오 괜찮은 아르바이트였겠는데?\n 근데 2월 초에 시작했어\n 그게 왜?\n 발렌타인데이때라 진짜 너무 힘들었지\n 아 그랬겠다 진짜 바빴겠는데\n 정말 미치는 줄 알았어\n 진짜 너무 힘들었겠다
11,일반 대화,할로윈 때문에 과자봉지에 속여서 대마 넣고 그런대\n 대마? 키키\n 할로윈을 틈타 마약을 파네\n 헐 과자 애기들이 먹는 거잖아 ㅡㅡ\n 스키틀즈 알지?\n 비틀즈 같은 거 있잖아 ㅠㅠ\n 거기 포장지에 넣어서 거래 하나봐\n 아 그거 알아 키키\n 근데 거기에 대마를 넣는다고...?\n 와... 그거 시종에 돌아 다니고 있는 거야?\n 응 ㅠ 미국은 게다가 애들이 사탕 받으러 돌아다니니깐...\n 할로윈을 노렸네 키키\n 그런 문화 악용의 예다...\n 맞아\n 할로윈이라 지금 걱정 많겠네 ㅠㅠ\n 어린이가 대마 하면 치명적 이래서 걱정이야\n 어린 애기한테도 그렇게 대마 전달이 가능하니 더 무섭다\n 그치\n 대마는 어른한테도 안 좋은데 애들이 접하면... 와후\n 상반기만 대마초 흡입해서 응급 구조 건수만 2천 건이 넘어 ㅠㅠ\n 와 역시 해외는 뭐가 다르긴 한가보다 ㅠㅠ\n 헐 그러니까\n 우리나라랑은 차원이 다른갑네 ㅠㅠ\n 그렇지...\n 미국은 할로윈 본고장이라 더 하나봐\n 맞네 키키\n 우리나라는 저 정도는 아니어서 다행이다\n 이번 할로윈은 쉬어 가는 게 좋을 듯 ㅠㅠ
12,일반 대화,전세에서 자가로 가기가 이렇게 어렵다니\n 난 이미 포기야 전세가 어디니\n 맞아 전세만 해도 정말 대단해\n 청약은 꾸준히 하고 있는데 말이야\n 청약도 당첨이 얼마나 어려운데\n 그냥 마음 비우고 적금이라고 생각하고 있어\n 서울은 포기하고 좀 외곽으로 갈까도 생각해\n 나쁜 생각은 아니지\n 그래 서울보다 덜 붐비는 건 분명 장점이야\n 그런데 또 우리 동네를 떠나는 게 참 어렵네\n 그게 또 문제점이지\n 일단 그 집에 살면서 생각해봐
13,일반 대화,형부가 낚시줄에 바늘을 끼고 있어서 뭐하는지 물어봤어요\n 고기 밥 준비하시는 거였나요?\n 형부께서 낚시를 하시나봐요\n 11월달에 또 갈치 낚시를 간다고 하더라고요\n 춥지 않나요?\n 갈치낚시라니 멋져요\n 몇개월에 한번씩 바다 낚시를 가는 형부가 이해가 안가요\n 이야기를 들어보니 저도 이해가 안 갑니다.\n 취미가 낚시이신군요\n 가서 생고생만 하고 오는데도 좋아하더라고요\n 집나가면 생고생인데 다들 왜 그러시는지...\n 낚시좋아하시는분들은 낚시의 맛이 있나봐요
14,일반 대화,"회사에서 인터넷끊겼었다.\n kt선 쓰는 곳은 다 그랬나봐 괜찮았어 둘다?\n 아 케이티 구리대\n 난 엘쥐여서 갠찮\n 엥?! 원래는 kt가 좋던데... 지금은 잘되고?\n 맞아 kt가 제일 잘나가잖아\n 그래도 지금은 잘되 휴\n 다들 무슨 통신사 사용해?\n lg쓰나...? 잘모르겠음 키키\n 나는 LG 쓰고 있는데 조만간 알뜰폰으로 바꿀거야\n 나는 skt사용하는데 회사에서 터져서 다행이었지\n 회사에서 다들 통신사 물어보고 키키 난리였어\n KT 쓰는 사람들이 많았어? 통신사는 SK가 혜택 짱인데~\n 엥? KT가 혜택 더 많지 않음?\n 회사, 기업들은 그래서 거의 kt쓴다는 말이 있다지\n 아 기업 쪽에서는 KT가 유명한가보네\n 인터넷 속도가 빠르다는 말이 있으니까 그럴껄? 속도 빠르면 업무 공유하기 좋으니까"
15,일반 대화,사회봉사를 위해 우리가 할 수 있는 게 뭐가 있을까?\n 우선 가까운 복지관을 다녀와봐\n 자원봉사센터가 각 시마다 있어\n 보육원에 가서 어린아이들을 돌보는 거 적성에도 맞을 것 같아\n 복지관에 무료 급식 배분하는 것도 있더라고\n 나는 마음은 있지만 실천하기는 쉽지 않더라\n 보육원에서 자원봉사 하는게 너무 까다롭더라구\n 나는 복지관에서 장애아이들 보조해 주는 봉사해 봤어\n 다들 훌륭한 생각을 가지고 있구나\n 이런 곳에서는 하고 싶다고 다 할수있는 게 아니래\n 시설은 자격증 소지자나 이수중인 사람만 받더라고\n 사회봉사도 마음만으로 되는 게 아니구나
16,일반 대화,나 영어 학원 다니려고\n 목적이 뭐야?\n 회화가 주 목적이지!\n 외국인 선생님 있는 곳으로 한 번 알아봐!\n 그래야겠다! 영어는 오랫동안 배워도 어려워ㅠㅠ\n 맞아... 언어를 배우는 게 그렇지\n 너는 뭐 배우고 싶어?\n 나는 취미로 기타 학원 다니게\n 기타? 악기 배우는 것도 멋지다\n 그치~ 아니면 피아노도 배울까 생각 중이야
17,일반 대화,베란다 어떻게 활용하세요?\n 저희는 주택이라 베란다는 없어요.\n 베란다 정리가 어렵더라구요.\n 물건 쌓아 놓기 좋은 장소죠.\n 네 정리가 안 되네요.\n 미니멀하게 사는게 제일좋긴한데...\n 그게 힘드네요.\n 깨끗하게 보이는 건 가리는 게 제일이에요.\n 저도 미니멀 해볼까 봐요.\n 저도 해야 하는데 맘 뿐이에요.
18,일반 대화,나는 공공임대 살았었어\n 거기 괜찮지 않아?\n 응 월세도 싸고 좋더라\n 그리고 또 뭐가 좋아?\n 집주인이 나라니깐 그것도 좋고\n 아 간섭할일이 없구나\n 응 너무 편했어\n 공공임대가 10년 거주 시 분양권인가?\n 응 10년은 진짜 맘편하게 지낼 수 있지\n 그렇겠다 나도 공공임대 알아봐야겠다
19,일반 대화,다들 가족이랑 사이 좋아? 부모님말고 형제자매랑\n 나는 위에 누나 3명 있는데 다 원만함\n 나는 동생이랑 거의 다 학교를 같이 다녀서 좋지\n 와 누나 3명 나도 누나갖고 싶은데...\n 누나 있는거 너무 부러운데\n 누나 있으면 엄청 좋긴 해\n 누나들이랑은 다 나이차이 많이 나?\n 누나들 있으면 되게 잘 챙겨주시겠다\n 어 많이 나지 14살 정도 키키\n 와 14살이면 거의 이모정도 아니야?\n 오우 14살차이면 진짜 많이 차이난다\n 맞아 거의 엄마였음
20,일반 대화,**야 코로나 전에 영화 자주 보러 갔었어?\n 영화관? 음 종종 갔었어\n 딱히 정해진 주기가 있는 건 아니고? 하하\n 응 하하 볼 거 있을 때 가는 편이야\n 그렇구나 하하 영화관 가서 볼 때 뭐 먹었어?\n 팝콘이랑 콜라 먹었어~ 너는?\n 나도 키키 그리고 한 번씩 버터구이 오징어 먹었어 키키 그게 그렇게 맛있더라 키키\n 오징어 한 번도 못 먹어봤는데ㅠ 그거 먹으러 가도 되나? 키키 영화 안 보고 키키\n 괜찮지 않을까? 키키 팝콘만 사가지고 가는 사람들도 있지 않을까 싶은데 하하\n 키키 그러려나? 영화관은 역시 먹으러 가는 곳이야 키키
21,일반 대화,우리 강아지 졸귀임\n 그건 인정함 근\n 데 좀 씻겨\n 이름 벅수임 키키\n 벅수 잠시 놀러 갔어\n 벅수 어디로 놀러 갔는데\n 벅수 키키 어디 감?\n 니가 추천해준 이름이잖아...\n 요새 강아지 유치원도 좋던데\n 놀러 갔음?\n 엄마 집에 잠시 놀러 갔오\n 개를 무슨 애 키우듯이 키움\n 어무이 벅수 좋아하심?\n 유치원 비싸서 못 보내 키키\n 나 애완용 원숭이 키우고 싶다\n 니 정도면 보내고도 남지\n 어무이 벅수 광팬이지...\n 원숭이 진짜 귀엽던데\n 벅수 몇 키로임?
22,일반 대화,"처음부터 하얗게 나오면 그게 흰머리인가?\n 우리 흰머리는 아예 하얀색으로 자라던가?\n 그랬던 거 같은데...\n 그럼 새치는 검은색으로 나와서 흰머리로 바뀌냐?\n 아 그건 또 아닌거 같다\n 그럼 너 설명도 틀렸네\n 이거 누가 정확히 아는 사람이 있나?\n 그냥 대부분 어릴때는 새치, 나이들면 흰머리 이리 알고있을껄\n 음 아무튼 요즘 머리가 희끗희끗해져\n 너도 나처럼 염색을 하면 되겠네"
23,일반 대화,게임은 뭐 해보셨어요?\n 전 어릴 때는 pc게임을 주로하고 커서는 모바일 게임이요.\n 둘 중에 어떤게 좋았어요?\n 저는 솔직히 pc게임을 할 때가 좋았어요.\n 왜 그렇게 생각하세요?\n pc게임하면서 친구들하고 많이 놀았었어요.\n 모바일도 같이 할 수 있잖아요.\n 옆에서 많이들 하던데요.\n 맞아요. 같이 할 수 있죠.\n 근데 커서는 같이 못 해요.\n 그렇군요. 그냥 그 때의 추억이 좋은 거 아니에요?\n 엇! 어떻게 아셨어요.\n 그냥 그 때 몰려 다니면서 게임 한 추억이 좋아요.
24,일반 대화,"우리 샤워기 헤드 교체하는 거 어때?\n 왜? 지금 있는 샤워기는 마음에 안들어?\n 음, 좀 별로인 것 같아서 요즘 좋은 샤워기 헤드가 많더라고\n 맞아. 기능성으로 나와서 피부 미용 캡슐이나 필터가 들어있는 것들도 있지\n 그래서 요즘 코로나 때문에 건강에 신경이 많이 쓰여서 필터가 있는 것을 구매하고 싶어\n 음, 그것도 좋지 나는 좀 더 샤워기의 헤드 사이즈가 컸으면 좋겠네\n 나는 사이즈도 컸으면 좋겠지만 수압도 더 강하게 나오는 게 가지고 싶어\n 수압이 강한 샤워기로 샤워하면 매우 상쾌한 기분이 들지\n 맞아 먼지가 싹 씻어 내려가는 것 같아서 너무 좋다고\n 그럼 우리 부모님이랑 같이 고민해서 골라보자"
25,일반 대화,요즘 취업할 시기가 되서 그런지 다들 스펙 쌓느라 바쁘더라.\n 그래? 너도 뭐 하고 있어?\n 아니. 나는 딱히 없어.\n 그렇구나. 다른 사람들은 어떻게 하고 있는데?\n 인턴도 하고 대외할동도 하고 그러는거 같아.\n 아하. 나도 대외활동 한 적 있는데 도움 되겠다.\n 맞아. 스펙 쌓는데 꽤 큰 도움이 되는거 같아.\n 너는 대외활동 할 생각 없어?\n 기회가 된다면 나도 해봐야지.\n 괜찮은 대외활동 보면 같이 해보자.
26,일반 대화,"일요일에 문 여는 병원 있어?\n 응급실은 항상 하지 않을까...?\n 요즘엔 돌아가면서 한 군데는 여는 것 같던데?\n 아 그래?\n 응급실은 너무 비싸고 ㅠㅠ\n 음... 일요일에 여는 곳 진짜 드물텐데\n 근데 사람들은 항상 밤에 아프지 ㅋ\n 후, 여기 수도권인데 잘 없어 ㅠㅠ\n 그러면 그냥 응급실이 답이긴 하겠다...\n 응급실 밖에 없겠다 ㅠㅠ\n 왜 그러지\n 진짜 약국도 안 열고 너무 짜증이야\n 왜 누나 지금 아파?\n 당직처럼 열어주면 감사할 텐데 그치?\n 어제 일요일인데 키키 배 아파서 혼났지 뭐야\n 아 키키 얼른 약 먹고 쉬어야겠네!\n 그래서 오늘은 병원 안 갔어?\n 귀찮아서 안 갔어 키키\n 집에서 자연 치료 중 하하\n 자연 치료가 은근 좋긴 한데 잘 먹고 잘 자야 해\n 그래\n 그래도 넘 아프면 참지 말고 가 ㅋ"
27,일반 대화,터치 플레이 지난주 하승진 죽이던데?\n 전주고랑 한게 지난주지?\n 맞아 하승진 전주고 출신이잖아\n 하승진 전주 왔다고 날아 다니던데\n 그 등치에 날아다니는 건 아니고\n 나도 전주고 가고 싶었는데\n 우리 고등학교 갈때는 뺑뺑이였잖아\n 그나저나 하승진 무릎은 왜 그래?\n 모르겠어 이제 은퇴 하고 나이드니 그런거지 뭐\n 나도 요즘 계단 오를때 무릎 아프더라
28,일반 대화,요즘 회사 점심시간을 이용해서 알바 하는 친구 들이 많데요\n 점심시간이요? 점심시간은 쉬어야 할텐데 대단하네요.\n 회사 내에서 무슨 알바를 하나요\n 점심시간 배달의민족 이라던지 뭐 이런 일들을 한데요 너무 안타까웠어요\n 짬짬이 하느라 정신 하나도 없겠네요.\n 점심시간에 알바를 하면은 밥은 어떻게 해요\n 그러니까요 그거 얼마나 번다고 하기엔 요즘 1건 수익이 크네요\n 중간중간 삼각김밥 이런걸로 대신해야겠네요.\n 이거 무슨 소설책 보고 얘기하는 거 아니에요\n 슬프게도 뉴스에서 본 내용이랍니다.\n 다들 열심히 살고 있네요. 반성하게 되네요.\n 뉴스도 허구가 많아서 요즘은 믿지 못해요
29,일반 대화,인정 키키 아 오빠한테 나중에 영어나 배워야지\n 오빠가 안 가르쳐줄 듯\n 키키 난 동생 어케 해야 되냐 진짜\n 아 그것도 인정 키키\n 너 동생 왜 /\n 키키 그러게 동생 있었구나 ㄴ키키\n 동생 지금 고딩인데 아주 엇나가고 있어\n 비행청소년인 듯\n 아 정말...?\n 동생이 엇나가면 진짜 어떻게 해야 할지 모르겠다...\n ㅜㅠㅜㅠ 그니까 뭐라고 할 수도 없고 해도 안 듣고\n 패도 소용없어\n 담배 피고 그러더라 ㅠㅠ 하\n 아 정말? ㅠㅠ\n 근데 고등학생이면 동생이 누나 주먹에 말을 듣겠어...\n 안 듣지\n 키키 쿠 ㅠㅜ 그냥 믿고 기다려주는 게 최선 같은데 그게 제일 어려움\n 아니 믿을만한 구석도 없어 이눔이\n 키키 그래도 동생이 누나랑 얘기는 하나 보네...\n 키키 일단 믿을 마음이 없네\n 동생이랑 나이 차가 꽤 나잖아 늦둥이라\n 어휴 원래 막둥이들은 뭘 해도 믿음이 안 가고 애기 같고 그런 겨\n 키키 아 그랬어 ㅜㅠㅜ\n 또 누나가 보기엔 그래 보일 듯\n 애기인데 담배 피는데 진짜 어짜냐
30,일반 대화,이사는 안가나?\n 이사가야지 곧 주거지를 바까야지\n 그렇구나 예정일이 언제야\n 내년 봄쯤 이사갈려고\n 얼마 안남았네 어디로 이사가니?\n 글쎄 알아보는중이다 이사 어디로갈지\n 그렇구나 부산에 **동이 어디야?\n **쪽아닌가 **동\n **구인가\n 아 그렇구나 아니 부산**구라네\n 아 부산**구구나 거기도 주거환경이 좋겠네\n 그건 그럴듯 하네
31,일반 대화,나 아령샀어.\n 걷기운동할때 팔이라도 흔들어 보려고 하하\n 헬스끊는다더니 아령 산걸로 퉁치는거야? 키키\n 야. 뭐라도 산게 어디냐\n 사실 헬스를 끊고싶긴한데 헬스는 너무 재미가없고. 댄스를 하려고했더니 언니가 같이 안한다고하고...\n 요가를 하는건 어때?\n 맞아.\n 너희동네 요가도 많자나\n 그렇지않아도 다음달부터 요가나 필라테스를 할려고 해\n 왜 이번달부터 안하고?\n 코로나 백신맞아서 한달정도는 재 쉬어야되지 않나?\n 맞아. 그래서 아령만 산거야.\n 팔이라도 흔들고 다니려고\n 팔 흔들고 다니는건 무리하게 되는게 아닌걸까?\n 키키 모르겠다.
32,일반 대화,원빈은 이제 은퇴가...\n 아 진짜 얼굴 보기 힘들다\n 원빈은 작품 안 하냐\n 왜 이래 신비주의 ㅉㅉ\n 아저씨 이후로 작품이 없네?\n 진짜 씨지 아니냐고\n 배가 불러서 그럼\n 티오피에서만 볼 수 있음 키키\n 너무한 거 같음\n 팬들은 뭐임 ㅜㅜ\n 본분에 충실하지 못하면 은퇴해야지\n 그냥 쉬고 싶겠지 키키\n 씨에프만 찍고 너무함\n 얼굴만 잘생기면 다지만\n 이나영도 씨에프 찍었더랑\n 그래도 팬들한테 너무한 거임 그거는\n 얼굴이 밥 먹여주는 거 맞음\n 둘 다 광고로 먹고 사나 봄\n 내 말이\n 와이프는 활동하던데\n 팬들 신경이나 쓰겠냐
33,일반 대화,"다들 여행 갈 때 계획을 세우고 가 안 세우고 가 ?\n 나는 완전 잘 안 세우고 가지\n 난 완전 플랜 다 짜고 가지\n 안 그러면 불안해\n 나는 대충 큰 틀만 계획 짜고 가는 편이야\n 나도 어디 갈지만 정하는 편\n 난 완전 세세하게 분 단위로는 아니더라도 시간 단위로 짜는 편이야\n 아 정말 ? 나는 그냥 어디 동네 갈 거고 거기서 꼭 가야 할 거 한두 개만 정하면 그 근처 알아서 순방\n 와 시간 단위 난 계획 세우는 거 안 맞아\n 난 알아보고 가야 속이 풀려\n 안 알아보면 문 닫고 막 그럼 다음날 다시 가야 되는데 시간 낭비잖아... 모처럼의 여행이\n 뭔가 여행 계획 세워야지 하면서도 안 세우게 돼\n 응응 그리고 난 자유로운 게 좋더라\n 난 플랜 한 4개 짜는데 늦게 일어났을 때, 일찍 일어났을 때, 정보가 정확하지 않을 때 뭐 이런 거까지 싹\n 키키 와 너 진짜 완전 계획 철저하다\n 키키 와 키키 대단하다 어케 그러지\n 난 맨날 늦잠 자\n 안 지켜질 거 알아도 짜 놓지 않으면 꼭 가보고 싶었던 곳 뺴 놓고 가고 그래\n 난 인생에 계획이랑 거리가 멀어\n 키키 그니까 사람마다 진짜 다른 듯\n 난 덤벙대서 계획 열심히 짜는 서타일..."
34,일반 대화,아빠 개별화물 교육있지?\n 보수교육 하는거죠?\n 응 다음달에 보수교육 있어\n 직접 가서 받는 거야?\n 전에는 인터넷으로 했잖아요~\n 응 집에서 인터넷\n 코로나 때문에 안가나보네~\n 아마도?\n 요즘 다 인터넷으로 함\n 다음달 11월 5일 부터 인가\n 아빠 내가 도와줄께~\n 누나가 힘좀 써줘~\n 컴퓨터로 또닥 거리는거야\n 키키 힘쓸 일 없어\n 들어가서 설문조사 완료 하는 거죠?\n 응 들어가서 듣고 누르면돼\n 어디서 하는지 알려주요~\n 누나한테 아이디 비밀번호로 알려주세요\n 응 날짜 되면 알려줄게
35,일반 대화,"** 성지 순례 다녀봤잖아\n 어어 저번에 그런 거 같은데\n 키키 성지 순례라 하니까 좀 그래 키키\n 키키 알제? 그 막 겁나 걷고 막\n 머 사부작 잘 돌아댕김\n 그냥 나한테는 트레킹이었다\n 마자\n 그거 완전 대단\n 그니까 키키\n 젊을 때 많이 하지\n 남들 다 하니까 해보는 거지 키키\n 아무나 못 간다 그거는\n 그래\n 그런 거 하는 사람 많던데 키키\n 아니다\n 60대 분들도 많다\n 성지 순례 길을 간 거제?\n 난 상상도 못함 나도 키키\n 시간만 많으면 할 수 있다\n 60대는 좀 무리일 듯...\n 사서 고생을 왜 함,\n 돈 주고 고생 키키\n 천천히 걸어서 가면 다 도착한다"
36,일반 대화,위드 코로나 11월부터 시작하려나 봐\n 위드 코로나 결국은 진행하나 보구나\n 응 더 이상 미루기에는 힘드나 봐\n 2년이면 오래 끌긴 했지\n 야외에서 마스크 착용도 없앨 계획인 거 같아\n 마스크 미착용 해도 된다는 거야?\n 응 뉴스에서 그렇게 나왔어\n 걱정이네 확진자가 다시 늘면 어떡하지?\n 현재 3600만 명 접종 완료했으니 기대해 보자\n 그래 걱정도 되지만 우선 시행해도 좋을 거 같아
37,일반 대화,** 눈썹 사진 좀...\n 눈썹 사진 보내줄게 키키\n ** 행님 눈썹 잘됐던데\n 눈썹 문신 진지하다니까 키키\n 인상이 아주 또렷해짐\n 근데 많이 빠졌다고 키키 난리던데\n 지금 엄청 자연스럽?\n 지금 다시 리터치 해야 함\n 문신 하면 좋은데\n 원래는 눈썹이 없었음?\n 내 리터치하고 보여 주께\n 할 생각 없어?\n 리터치는 또 언제랭?\n 내 눈썹이 산이 많았음\n 리터치 3주 정도 뒤에 한당 키키\n 나 했는데 다 지워짐...\n 리터지 2주 뒤에 해야 함\n 1주일 지나서\n 예전보다 요즘 더 좋아졌어
