idx,class,conversation
424,일반 대화,너는 피부 시술 받아본 적 있어?\n 나 보톡스랑 윤곽 주사 맞았었잖아 ~\n 맞아 그거 안 아팠어?\n 처음엔 엄청 아프더라\n 얼굴이 다 부었어\n 둘 다 한 번에 맞은 거야?\n 응 한번에 다 맞고 1주일 간격으로 맞았어\n 아 그것도 몇 차례 맞아야 하는 거야?\n 응 3회 정도 맞으면 효과 본다고 해서\n 둘 다 3회 동시에 맞은 거야?\n 응 맞아 3회 동시에 맞았어 키키\n 두 개 합해서 가격은 어떻게 돼?\n 3회 기준 15만원\n 어때 저렴하지?\n 거기 어디냐 나도 가게 키키\n 아 맞다 어느 부위에 맞은 거야?\n 볼이랑 턱 끝에 맞았어 키키\n 나도 볼살 빼고 싶은데 나도 맞아도 될까?\n 응 나는 효과 봐서 괜찮은 것 같아
932,일반 대화,구경이 엄청 재밌데\n 나도 구경하는 거 좋아함\n 어떤 구경이 재밌어 키키\n 이영애 나오는 드라마!\n 이영애 드라마 제목이 구경이야?\n 아 그게 드라마야? 키키\n 아니... 친구... 구경하는 게 아니고...\n 악 키키 잘못 이해했네\n 미안해 키키\n 난 구경하는 거라는 줄\n 그것 또 몰랐네... 하하...\n 몰라서 쏘리하다~ 키키\n 휴... 졸 시대에 못 따라가네\n 강 건너 불 구경 이런 느낌 키키\n 세상 물정 모르고 산다 키키\n 키키 구경이라고 드라마 하고 있음\n 이영애 드라마 하는 건 알았는데 키키\n 이영애 존예탱 키키\n 안 늙나?\n 지금 2화 했는데 존잼이야!\n 진짜 뱀파이어임 그분은 ㅠ\n 나도 드라마 하는 건 알았는데 어떤 내용이야
11509,일반 대화,오늘은 저녁은 무엇인가요?\n 오늘 키키 두부전이랑 소갈비찜이랑 팽이버섯전입니다요 키키\n 니는?ㅋ\n 오~ 뭐가 많네?ㅋ 반찬이\n 나는 소고기 국 키키\n 응 키키 올 소고기국ㅋ\n 또 한솥했나? 아님 냉동?ㅋ\n 냉동 키키 경북쿠폰으로 산거 키키\n 냉털 할라고\n 응응 좋지 좋지ㅋ\n 나두 냉장고에 재료있는걸로ㅋ\n 냉파 키키\n 근데 방금 소세지빵 묵고나니 배부르다\n 살 더찌겠다 키키 파바땜시\n 키키 빵 키키 맞어\n 살찐다 진짜 키키\n 그니까 쌓여 있으니까 계속  먹게되\n 맞어 진짜 키키
194,일반 대화,우리 이제 대체공휴일로 일요일이랑 공휴일 겹쳤던 것도 월요일에 쉴 수 있는 거 알아?\n 그렇더라구\n 나는 안 지가 얼마 안 됐는데 갑자기 복권 당첨된 기분이야 하하\n 이번에 재난지원금 또 확정된 것도 알아?\n 아니 그건 잘 몰랐는데!\n 어떻게 됐대?\n 아 나도 완벽하게 잘 아는 건 아닌데 그 건보료 기준으로 자격 되는 사람들 인당 25만 원씩 아마 받을 거야\n 근데 그게 기준이 높지 않은가 봐\n 국민 80% 이상이 받을 거래!\n 오 좋다!\n 25만 원 받으면 쏠쏠할 거 같아!\n 돈도 받고 휴일도 생기니까 놀러 가면 좋을 텐데 코로나 때문에 그것도 조심스럽다\n 그치 ㅠㅠ?\n 맞아 물론 코로나가 없었으면 이 재난지원금도 없었겠지만\n 코로나 때문에 이것마저 제약이 생긴다는 게 너무 안타깝다...\n 우리도 이제 백신을 맞을 수는 있는 것 같은데 맞을 거야?\n 응 맞아야 하지 않을까?\n 나는 생일이 9일이라 다음 주 월요일에 백신 예약 접수하는데 성공할 수 있겠지?\n 전에는 너무 사람 몰려서 서버 터졌었자나 ㅠㅠ\n 넌 맞을 거야?\n 근데 나는 백신 부작용 사례도 너무 많아서 좀 무서운 것 같아 아직도\n 안 맞을 생각이야!\n 내 친구는 유학 중인데 백신을 맞아야 자가격리가 면제되니까 편하게 한국이랑 외국 오갈려고 맞으려고 하더라고!\n 응 것도 좋겠다\n 이번 달에 그럼 대체공휴일이 있는 건가?\n 응응 8월 15일 광복절이 일요일이라서 16일인 월요일에 쉰다고 해!\n 10월에는 두 번이나 대체 공휴일이 있더라고\n 아 10월에도 그렇게나 있어?\n 이건 너무 반가운 소식이다\n 급 기분이 좋아지네 하하\n 공휴일 지정이 잘 안 되는 줄 알았더니 잘들 일하고 있었나 봐\n 응 맞아~ 너무 좋지 키키\n 한글날이랑 개천절이랑 겹친다고 하나 봐 10월엔\n 응 그랬던 것 같아\n 나는 아쉽게 휴일이 날아가는 줄 알았지\n 그때는 코로나가 좀 나아질까?\n 10월이면 백신들도 좀 맞고 지금보다는 나아져서 여행도 마음 편히 갈 수 있었으면 좋겠다\n 그치?\n 응응 하루 빨리 좀 상황이 나아졌으면 좋겠어\n 이제 불편한 것도 안 느끼고 싶어
781,일반 대화,"나는 육군 출신이야.\n 육군 말고 또 있어?\n 공군, 해군, 해병대 있지.\n 뭐가 제일 좋아?\n 육군이 짧아서 좋지.\n 휴가도 많이 나와?\n 짧은 대신 휴가가 적어.\n 타 군은 휴가 많아?\n 더 많긴 하대.\n 휴가 많으면 좋겠다."
7299,일반 대화,지금 밖에 21도...\n 오 가을이네 가을이여\n 진짜 다시네\n 봄이다 하하\n 어제 밤에 집에 덜덜 떨면서 갔는데\n 이 계절에 피는 꽃 아니?\n 이 계절에 ... 단풍(꽃)\n 향이 진짜 핵 진한 꽃인데\n 아 키키 천리향 만리향 말하는가 보네\n 아 천리향 만리향 그런 거다!\n 키키 그거 냄새 좋지 ...\n 아찔하잖아\n 진짜 향이 무슨 향수급 진함\n 내 아카시아랑 천리향 진짜 좋아함
15881,일반 대화,아 일하기 싫어 오늘 너무 바쁨\n 오늘?\n 아까 전화하니까 바빠보이긴 하더라\n 아 진짜 미친 듯이 바빴어 ㅠㅠ\n 새로 온 알바 오빠는 계속 빵꾸 내고 그래서 더 힘듦\n 고생했어 ㅠ\n 오늘 사람 많았어?\n 엄청 뛰어다니는 소리 나던데? 키키\n 고맙다 ㅠ\n 아 진짜 미쳤다니까 다리 부서지는 줄\n 거기 급여는 잘 주냐?\n 아니 엄청 짜... 진짜 간간히 밥 벌어 먹고 산다\n ㅠㅠ 아니\n 적게 주고 많이 시킨다?\n 에바네\n 하지만 그럼에도 열심히 하는 나는 에이스 취급 받지\n 키키 그치\n 대우라도 잘해주면 다행이지 같이하는 사람들은 좋지?\n 응응 근데 새로 온 알바는 아직 ......\n ...그래도 재밌겠다\n 나도 볼링장 해보고 싶었어\n 해봐\n 진짜 재미있기는 한 듯\n 키키 나는 대학 다니잖아 키키\n 너네 회식은 잘 안 해?\n 나는 혼자 낮에 끝나고 다른 사람들은 새벽 퇴근이라 못해 ㅠ\n 아 그러네\n 볼링장은 24시간이야?
6441,일반 대화,"내 얘기 좀 들어봐...\n 이게 내가 잘못한 거야?\n 무슨일이야ㅠㅠ 왜그래\n 내가 약속시간 늦는 거 싫어하는 거 너도 알지?\n 응응 너 그래서 맨날 약속시간보다 30분 일찍 나오잖아\n 여자친구가 말도 없이 30분을 늦어서 내가 뭐라고 좀 했더니 늦은 이유에 대해서는 말도 안하고, 왜 화내냐고 자기가 오히려 더 화를 내더라ㅠ\n 헐... 그건 여자친구 분이 너무 하셨다...\n 그래서 너는 어떻게 했는데?\n 나는 너무 화가나서 시간 가지자 하고 집에 와버렸어...\n 눈물 나더라\n ㅠㅠ 이유를 변명이라도 했으면 기분이라도 덜 상했을텐데... 속상하겠다...\n 내 말이...뭐라고 말이라도 해줬으면 좋겠다.\n 그래도 이렇게 연락도 안하는 것 보다는... 서로 이야기하면서 오해를 푸는 편이 좋다고 생각해..."
7724,일반 대화,눈썹 문신 오빠도 해야 함?\n 그니까 나도 시급함 키키\n 별 필요 못 느끼겠는데 하래\n **도 눈썹 문신 해야 하는디...\n 치치브로우라고 있는데 가자 하하\n 아플 거 같아서 무섭다\n **는 완전 시급함...\n 난 눈썹이 거진 없어 키키\n 거기 잘하는가 보네\n 함 가봐야지\n 거기 자연스럽다던디\n 별로 안 아프다던데 하하\n 아 진짜?\n 나는 그게 무서웠거든\n 아플 거 같은 게 아니고 아프다...\n 그니까 자연스럽더라고 거기\n 힝 봐라 아프다자너\n 난 하다가 완전 소리 지름\n 아프냐?\n 넌 구식이라 그래\n 나는 기절할 듯...\n 119불러 조\n 그만하고 싶다고 울었음\n 요새는 신식이라 안 아플껄?\n 키키 약해 빠졌구만...\n 깡으로 버텨라
5432,일반 대화,노트북 갑자기 뻗었노\n 인터넷 기사까지 떴자나 하하 보내줄겨 기다리보자 키키 나는 안받은거 3개임 하하\n 컴터좀 사야되는디\n ㅠㅠ 나도 노트북 사야되는데 비싸서ㅠㅠ\n 난 완전 잊고있었음ㅋ\n 노트북있자나\n 데스크탑말고?\n 우리집꺼는 옛날옛적에 고장났는데\n 왜 굳이 노트북?\n 테스크탑은 이제 잘 안쓸것 같은데 우리는 뭐 게임을 하는것도 아니고\n 그때노트북샀댔는거 같았는데 아니가\n 우리는 겜을하지 키키 오빠도 좋아하구\n 아 여튼 데스크탑...\n 안 샀어ㅠ 우리 노트북은 노트북이 아니야 키키 두껍고~ 배터리도 다되서 선 안꼽으면 못씀 키키\n 사야되는데 넘비싸다ㅜ
15822,일반 대화,중고 거래하다가 사기 당한 적 있어?\n 나는 중고 거래하다가 사기 당한 적 아직 한번도 없어!\n 아 나 예전에 중고 거래하다가 사기 당한 적 한 번 있었어 키키\n 헐 어떻게 중고 거래하다가 사기 당했어?\n 헐 무슨 일이야\n 어떻게 중고 거래하다가 사기 당했어?\n 나 친구가 갖고 싶다는 거 선물 해주려고 했는데 키키 그게 중고 거래밖에 안 되더라고\n 근데 그거를 사기 당한 거야?\n 친구 선물을 사기 당한 거야\n 진짜 나쁘네\n 어 그걸 사기 당한 거지 키키\n 돈 줬는데 연락이 없더라\n 헐... 진짜 요즘 중고 거래 사기 너무 많더라 ㅠㅠ\n 헐 진짜 나쁜 사람이다\n 그 사람 신고 못 해?\n 그러니까 중고 거래도 잘 보고 해야 돼\n 맞아\n 다들 중고 거래 잘 보고 해야 할 것 같아 ㅠㅠ\n 그러게\n 사기 당하면 정말 슬플 것 같아\n 그래서 요즘 당근마켓 이런 게 더 인기 좋은가 봐 키키\n 맞아\n 나는 진짜 울고 난리 났을 것 같아\n 나도 분노에 차서 욕을 엄청 했을 거야\n 키키 어 나 그때 분노 차서 경찰서 갔어 키키
10011,일반 대화,나 사는 여기는 다른건 다 좋은데 교통이 너무 불편해\n 마을버스가 별로 없어?\n 서울은 대중교통이 정말 잘 되어있는거였어\n 응 ㅠ\n 나 지금 사는 곳은 교통 되게 편리한 편인데\n 마을버스가 노선도 복잡한데 한시간에 한대있어\n 만약 임대주택 당첨돼서 이사가면 거기는 좀 교통이 불편해보이더라\n 예전에는 교통이 중요한줄 몰랐는데\n 아 진짜? 배차간격 무슨 일이야...\n 괜히 인프라 인프라 하는게 아니었어\n 사실 자차가 있으면 대중교통은 상관없긴한데\n 그러니까\n 우리는 둘다 자차가 없으니깐\n 지방살면 다 자차 사나봐\n 버스랑 지하철이 잘 돼있어야하는데\n 맞어!\n 맞아 지방 살수록 자차 많이 가지고 있더라\n 최근에 새로생긴 마버 노선 찰떡이라서 봤는데...세상에 배차간격 3시간에 한대야\n 세상에 30분에 한대여도 놀랄거같은데요\n 심지어... 노선도도 안나와있어서 버스회사에 생전처음 전화해봤어\n 엥 노선이 안나와있으면 누가 그 버스를 타요?\n 그게 약간 진짜 시골 노인분들 탈수있게 만든 노선인가봐...
4409,일반 대화,야 우리도 이제 등산 그만하고 바다로 좀 가볼까?\n 너 요즘 허파에 바람 들었어?\n 야외 활동 왜 이렇게 심하게 해?\n 요즘 몸이 근질거려서 집에 못 있겠어!\n 왜 그러냐 진짜 키키 바다는 어디로 가려고?\n 사실 벌써 알아 놨어 송정으로 가자!\n 송정? 송정은 놀 게 별로 없잖아\n 아니 휴양 말고 레저를 즐기자고!  해양 스포츠를!\n 너 무섭게 왜 이래?  설마 서핑 하자는 거야?\n 응!  말만 해 벌써 어느 샵에서 보드 빌릴지도 다 알아 놨어\n 진짜 추진력 하나는 무섭다 키키 이번 주말 콜!\n 내가 이래서 너를 좋아한다니까 역시 쿨 해\n 사실 나도 하와이 갔을 때 서핑 되게 하고 싶었거든\n 진짜? 그래 넌 운동 신경도 좋잖아!\n 내가 몸 쓰는 걸 좀 좋아하긴 하지! 뭐 챙길 건 없어?\n 응!  운전도 내가 할 거고 예약도 내가 다 할게\n 알았어 그럼 나는 몸이랑 돈만 챙길게!
4803,일반 대화,내년 3월이 대통령 선거라고 하네?\n 벌써 그렇게 됐나?\n 응 키키 얼마 안 남았다\n 국내 정치 잘 아시는 분이 되셔야 할 텐데\n 그러게 ㅠㅠ 많이 아셔야지 안 좋은 사건 안 일어날 거 아니야\n 맞아 우리나라는 대통령이 어떻게 하냐에 좌지우지가 되는 건데\n 응 니는 누구한테 투표할 건지 생각하고 있나?\n 아직은 생각 안 해봤어 키키\n 오빠야는 생각하고 있낭?\n 생각은 하고 있다 키키\n 더 지켜봐야지\n 키키 이제 슬슬 선거철 되면 시끌 시끌하겠다\n 맞다 키키 엄청 시끌시끌할 거 같다\n 공약도 한 번씩 다시 봐야겠다\n 진짜 겉으로 봐선 아무도 모르겠음 ㅠㅠ\n 글치 공약한 거는 다 지켜줬으면 좋겠구만\n 대부분 지키려고는 하시는데 잘 안 되나 봐 ㅠㅠ\n 글치 ㅜㅜ 어렵지\n 생각처럼 다 될 수는 없지\n 그래도 우리 같은 시민들은 그 노력이라도 해달란 건데 ㅠㅠ\n 뒤통수만 안 치면 된다\n 니 말이 맞다 진짜 뒤통수만 안 치면 된다
8756,일반 대화,아니 에어랩 사 말아\n 그거 사지 말라던데\n **가 사줄 거 같은데 조만간 키키\n 키키 왠데 누가 왜 사지 말래\n 사용하기 어렵드라 누가 쉽대 키키\n 왜 왜 사지 말래?\n 키키 개똥손도 가능하다더니\n 난 해보니까 어렵던데\n 내 가족 중에 개똥손 잘 사용함 키키\n 아니래? 애초에 내가 금손이었으면 2만원 짜리 고데기도 잘했을 듯\n 쉬운 게 절대 아님 키키 난 똥 중에 똥\n 그게 조금만 적응하면 쓰긴 쓰더라 키키\n 난 똥 중에 극똥이라...\n 어렵던데 키키 함 해봐 미리\n 드라이 기능만 있어도 난 좋아 키키\n 금손이면 돈 굳었겠당\n 해보고 사라 키키\n 진짜 그거 잘만 활용하면 미용실 안 감 키키\n 아니 우리 집에 드라이기는 있잖아...\n 드라이는 진짜 잘 말리드라\n 웨이브 넣는 게 그렇게 쉬울 수가\n 그래? 근데 또 굳이 나갈 일이 없긴 한데...\n 머리가 안 상한다자나 키키\n 고데기 쓰던 시절 생각하면 혁신이긴 함
6831,일반 대화,"아니 나는 지방 가는 건 상관없는데\n **이랑 강원도도 가보고싶긴한데\n 날씨도 그렇고 진드기도 엄청많고 일단 동병이 많이없어\n 아 맞아\n 나 지금 병원가야돼서 키키 갑자기 생각남\n 동병 별로 없어\n 어디 저기 부산 이런데서도 서울까지 오더라\n 부산도 많긴한데 그래도 병원은 서울이 와따인느낌\n 오만천만 지방에서 다 서울 와;\n 난 8키로짜리 들고 서울 못 올 것 같아\n 아 병원이 문제다 지방은\n 병원만 좀 어떻게 되면 지방도 살만한데\n ** 갑자기 아플 때 병원 못간다 생각하면 아찔하다\n 그니까... 그리고 *이는 또 크니까 지방가면 시비 엄청걸릴듯 키키\n (한국사람기준)크니까\n 근데 오히려 지방이 큰 개에는 덜 시비걸던디\n 개가 온천지에 널려있어서 생각보다 시비 안 걸려\n 난 오히려 서울 올라오고 **한테 시비거는 남자들이 많아서, 그건 좀 그렇드라\n 그게 지방이어도 도심지쪽으로 가면 괜찮은데 진짜 어르신들있고 그런쪽 있잖아 외곽\n 거기는 시비 엄청걸리더라 진짜"
6428,일반 대화,넌 지하철 자주 탄다고 했었지? 키키\n 넹 키키 집 앞이 지하철이라서 아무래도\n 오 역세권에 사는 사람이었어? 키키\n 역까지 몇 분?\n 키키 솔직히 집 앞에서 따지면 5분 안에 무조건 키키\n 뛰어서? 아니면 걸어서? 키키\n 이런 사기 많다고 키키\n 걸어서요 키키 진짜 가까워요 키키\n 근데 집이 아파트라서 나오는데 걸릴 수도\n 아! 지금 아파트에 자취 하고 있는 거였어?\n 네네 키키 여기저기 옮겨 다니다가 지금 집에\n 그럼 뭐 버스도 많고 교통수단도 편하겠네\n 버스는 근데 생각보다 좀 별로더라구요?\n 글서 거의 지하철만\n 아 키키 근데 부산 지하철도 은근 복잡하던데 ㅜㅜ\n 키키 네? 서울만하겠어요... 키키\n 서울은 진짜 눈 돌아가던데요?\n 키키 아냐 서울은 그래도 그림이 잘 되어있어\n 그림 키키 부산 캐봤자 뭐...\n 이젠 익숙해져서 그런가\n 키키 하긴... 사실 익숙해지면 다 편한 거 같긴 하지?\n 키키 예스 그리고 학교랑 집이 같은 호선이라서 키키
2915,일반 대화,했던 게임 다 말해봐 키키\n 저는 맨날 롤\n 나는 레이맨 키키\n 그거 알아?\n 나 어릴 때부터 게임 쳐돌이였는데\n 키키 롤만 주구장창...\n 예전에 그냥 깔려있었는데 키키\n 레이맨이 뭐지?\n 몰라\n 오늘 ** 행님이 배그하자고 키키\n 그거 재밌었다구 키키\n 나 어렸을 때는 짱구 했음\n 그래서 배그하러 갈 거예요\n 요즘 겜은 넘 어려워 ㅜㅜ\n 짱구랑 소닉 이런 거 타잔\n 키키 짱구!\n 짱구 게임 기억난다...\n 배그 그거 해보고 싶어 키키\n 학교에서는 피카츄 배구 겁나 함\n 소닉 완전 많이했는데 키키\n 짱구겜은 뭐야 키키\n 첨들어 키키
8955,일반 대화,청량리에서 itx랑 일반열차랑 너무 헷갈려\n 맞아 그래서 잘못 탄 사람도 있더라\n 저번에 내가 itx에 실수로 탔었어\n 너도 재밌는 실수를 했네\n 맞아 사람들이 쳐다보더라\n 무사히 내렸어?\n 응 그런데 지나쳐서 내려버렸어\n 사실 나도 잘못 탄적이 있어\n 우리는 똑같구나\n 아니야 나는 다음 역에서 바로 내렸었어
9651,일반 대화,언니 버블티 좋아해?\n 나 버블티가게 사장이 꿈이야.\n 나는 버블은 좋은데 밀크티는 좀 별로야.\n 밀크티가 별로라니 충격적이다.\n 뭔가 밀크티에서 나는 향이 좀 부자연스럽다고 느껴져서 그런가봐.\n 그럼 다른 음료에 버블을 넣어서 먹겠네.\n 초코스무디에 버블을 넣어먹으면 환상이야.\n 저번에 너가 알려준 버블티 조합이 뭐였지?\n 자몽스무디에 곤약젤리 펄 넣어서 꼭 먹어.\n 꼭 먹어보도록 하겠습니다.
5448,일반 대화,인스타 맛집 태그한거봤나 키키\n 아닝\n 봐줄래...?숙대맛집태그햇는데\n 덕순루\n 양문\n 키키 가고싶네\n 키키 그거보고 오늘 바로 양문 예약해서 저녁먹으러 감 키키\n 소갈비 키키\n ㅜㅜ 양문 나도 갈래!\n 키키 오늘가보고얘기해줄게 괜찮은지 키키\n **가 내가 가자 한 곳 중에 딱 한집 빼곤 다 괜찮았다는 거야\n 그 한집이 어딘지 아니...?\n 키키 어케 아니\n 물어봐\n 키키 돈스파이크...가게래... 키키\n 키키 돈스파이크 가게 뭐였는데\n 스테이크팔고하는집...ㅋ\n 진짜 힘들게 예약성공 했었거든 키키\n 근데 맛없는가배 키키\n 어...뭐 돈스파이크가 하도 티비나와서 고기 뭐 그러고ㅋ\n 후기도 좋았긴 한데...ㅜ\n 키키 웃겨\n 나 와인바왔어 옥포포
