idx,class,conversation
11,일반 대화,나 이번에 이불커버 사려고ㅠ\n 어 겨울 걸로 바꿔 줄 때 됐지 키키\n 너 이불 커버 얼마 전에 샀잖아?\n 응 근데 강아지가 물어 뜯었어 ㅠ\n 헐 강아지 ㅠㅠ\n 왜 그랬어 애기야...\n 아이고 또 물어 뜯었나 보네 키키\n 그래서 이참에 겨울 꺼 사려고...\n 어어 그러니까 겨울 거 두툼한 거 사\n 어디서 사려고 생각 중이야?\n 음... 아마도 그냥 오프에서 살 거 같은데?\n 난 이불 촉감 좋은 거 좋더라 키키 보돌보돌 한 거 키키\n 맞아 푹신 푹신한 거 도톰하고\n 맞아\n 나도 그런 거 좋아하는데 하하\n 어어 이불도 진짜 좋은 거 많아\n 키키 오프에서 사\n 이불이 그래야 잠이 잘 와\n 응 그래서 지금 나가서 보려고\n 응 이쁜 거 잘 고르고 하하\n 그래 보고 사면 연락 줘!
12,일반 대화,만화 중에 인사이드아웃 있잖아\n 응 그거 픽사에서 만든거자나\n 거기서 나온 오프닝 영상 봤어?\n 만두가족 이야기?\n 응 키키 너무 귀여워\n 맞아 이번에 소울에 나온 오프닝 영상도 대박이야\n 그것도 빨리 봐야겠다!\n 아직도 못 봤어? 빨리 봐!\n 웅 하하 오늘 당장 본다!\n 키키 진짜 귀엽고 영화도 재밌어
13,일반 대화,너는 자취하고 싶지 않아 ?\n 자취 정말 하고 싶지.\n 나도 자취 너무 하고싶은데 아직 하려면 멀었어.\n 아직 자취할 명분이 없나 보구나. 하고 싶은 이유가 있어?\n 내 공간이 생겨서 예쁘게 꾸며보고 싶어.\n 그렇구나. 나는 내 방이 있는데 아직 꾸며보진 못했어.\n 왜 그러지 못했어?\n 뭔가 아직은 제약이 많더라고.\n 나도 자취하게 되면 꼭 그러고 싶어.\n 나중에 같이 가구나 소품보러 가자.\n 좋아. 이케아가 볼 게 많다고 하더라.
14,일반 대화,나 이번에 골프 새로 배우고 있어!\n 요즘 애들 골프 많이 배우더라 ㅠㅠ\n 재밌어?\n 헐 진짜?\n 나는 배운 지 진짜 얼마 안돼서 어려워\n 맞아\n 처음엔 똑딱이? 그거 엄청 한다고 하더라고 ㅠㅠ\n 아 나도 배운 진 얼마 안됐어\n 키키 그래도 어렵지만 너무 재밌어\n 키키 나중에 그러다가 골프 선수 되고 하는 거지!\n 나는 그냥 다른 거 할려고 키키\n 헐 너는 무슨 운동 배우려고?\n 골프 말고 다른 거?\n 테니스 이런 거 한번 배우고 알려줘라~\n 아 나는 그냥 헬스 하려고\n 테니스도 좋고 헬스도 좋고 요즘 운동이 너무 재밌다~\n 요즘은 삶의 질이 높아져서 운동 다들 열심히 하더라 ㅠㅠ\n 운동 열심히 해서 더 예뻐지는 거 아냐?\n 다음에 운동 열심히 해서 다같이 바프 찍자 키키\n 그러니까\n 얼마나 더 이뻐지려고~\n 나도 한번 도전 해볼게 키키\n 요즘 그거 유행이라고 하던데
15,일반 대화,공군은 뭐하는 부대야?\n 내가 알기로는 비행기 쪽에서 하는걸로 알고있어.\n 그렇구나 너는 어디 부대 출신이지?\n 나는 육군 출신이야.\n 그럼 육군은 뭐하는 부대야?\n 육군은 말 그대로 지상에서 활동하는 군인이야.\n 아하. 군대 생활은 재밌었어?\n 아니. 재밌지는 않고 지루했어.\n 뭐가 지루했어?\n 시간이 너무 안가더라.
16,일반 대화,언어치료를 전공한 저는 욕을 잘 할까요? 못 할까요?\n 그건 상관없을 것 같아요\n 감이 안잡혀요\n 정답은 매우 명료하게 잘한다입니다.\n 맞아요 사람은 다 똑같죠\n 저도 너무 잘해요\n 하지만 사용하지 않습니다. 특수한 경우만 제외하고.\n 저도 욕을 정말 싫어해요\n 이전 회사에서는 욕을 자연스럽게 해서 경악했었어요\n 보통 그런 것 같아요\n 그런데 손녀들 수학선생님은 언어치료사 자녀들이 왜 욕을 하냐고 얘기했다고 하네요.\n 네? 그게 무슨 소리예요 선생님 본인의 인성에 대해 생각해 봐야 할 것 같네요\n 언어치료사 얘기가 왜 나오죠? 정말 답이 없는 분이네요
17,일반 대화,요즘 날씨가 너무 추운거 같아.\n 맞아. 갑자기 온도가 떨어져서 너무 추워.\n 내가 추위를 잘 타서 벌써 추워.\n 그렇구나. 감기 조심해야겠다.\n 일기예보 보니까 점점 추워지더라.\n 너무 싫다.\n 이번에는 가을이 없네.\n 그러게. 여름 다음으로 바로 겨울이 된거 같아.\n 맞아. 얼른 다시 여름이 오면 좋겠다.\n 나도 그랬으면 좋겠어.\n 겨울은 너무 싫어.\n 나도 마찬가지야.
18,일반 대화,저기 골프 쳐봤어?\n 아니 나 한번도 안해봤는데\n 아 그래? 나도 한번도 안해봐서 궁금했어.\n 요즘 많이 치러다니잖아\n 응 그렇더라. 생각보다 레슨비가 그렇게 안비싸던데\n 응 그래서 이젠 예전보다 많이 하는 것 같아.\n 응응 나도 예전엔 골프친다고 하면 부자인 줄 알았는데 요즘은 아닌 것 같아\n 응 나도 요즘 관심 있었는데 한번 배워볼까?\n 배워두는 것도 좋을 것 같아.\n 응 개인레슨 한번 알아봐야겠다.
19,일반 대화,"남녀공학 나왔어?\n 응 고등학교 남녀공학\n 나는 여중, 여고 나왔어\n 와 남자들을 보질 못했겠다\n 응 진짜 보기 힘들었지\n 그래도 편했겠어\n 응 편하고 너무 좋았어\n 여고는 어때?\n 완전 냄새나고 난리도 아니야\n 상상했던 모습이 아닌데"
20,일반 대화,원격진료에 대해 어떻게 생각해?\n 나는 별로인거 같아.\n 왜 그렇게 생각해?\n 직접 보지도 않고 어떻게 진단하겠어?\n 그 말도 일리는 있는거 같아.\n 하지만 외상같은 경우에는 괜찮을수도 있겠다.\n 맞아. 움직이기 힘든 경우에는 좋을거 같아\n 도입이 된다면 한번쯤 받아보고 싶긴 하다\n 진료비는 얼마나 나올까?\n 글쎄. 직접 가는것보다 비싸지 않을까?
21,일반 대화,군대는 어떤 곳이야?\n 글쎄 남자들이 가기 싫어하는 곳?\n 이유는 없고?\n 이유야 많지\n 어떤 이유가 있어?\n 일단 훈련이 힘들지\n 그리고 또?\n 일찍 일어나야하고 제약이 심하고\n 일찍 일어나는거는 진짜 힘들겠다\n 응 진짜 너무 힘들었어
22,일반 대화,**아 배드민턴 하러가자\n 언니 배드민턴 있어?\n 아니 너 있지 않아?\n 응 나 있어 키키 그래 이번 주말에 갈까?\n 응 콜이지!! **이도 불러\n 응 엄마도 불러서 같이 하자\n 2:2로 할까?\n 그럼 나는 **이랑 같은 편해야지?\n 뭐냐? **이 배드민턴 잘해?\n 키 크니까 잘하지 않을까? 키키
23,일반 대화,"플레이스테이션 게임 할 줄 알아?\n 응 해 봤어, 그런데 콘솔 조작이 어려워\n 그거 처음엔 어색해 잘 조작도 안 되긴 해\n 그래도 플레이스테이션 게임이 화질이 좋아\n 응 PC게임과 차원이 달라\n 요즘엔 플레이스테이션 게임을 PC에서도 할 수 있게 나와\n 응 알고 있어.\n 그래도 난 콘솔의 매력이 좋아\n 그 말에 나도 공감해.\n 키보드와 마우스는 그 느낌이 안나\n 무언가 콘솔은 게임기 느낌이 나지\n 예전 게임보이처럼 말이야\n 게임보이 정말 오랜만에 듣네"
24,일반 대화,좋은 배우자의 조건이 어떤 것이 있을까?\n 잘 이해해주고 사소한 것이라도 배려해주는 사람이 좋을거 같아.\n 난 그냥 성향이 잘 맞았으면 좋겠어 그게 최고라고 생각해\n 능력이 중요하다고 하지만 대화가 통하는 사람이어야 할 것 같은데.\n 대화가 잘 통하는 것도 매우 중요하지.\n 그래 대화가 안통하면 좀 답답할것 같아서 싫어\n 대화가 안되면 부부싸움조차 못한다고 하더라구.\n 같은 공간에 같은 시간에 머물면서도 다른 생각을 한다면 피곤할듯 해.\n 그래서 서로를 잘 이해해주는 배려심있는 사람이 좋아\n 공감능력도 중요한데 요즘 살기 팍팍하니까 예민해지기도 해.\n 대화가 안되서 부부싸움을 못하는게 아니라 오히려 잘하는거 아닐까?\n 부부싸움도 대화가 되어야 한다는건 나도 공감해
25,일반 대화,부모님이나 기타 가족과 함께 했던 취미 레저 활동있었어?\n 정말 잠시 배드민턴을 쳤던 적이 있어.\n 아니 난 항상 취미는 혼자나 친구하고 했던거 같아\n 부산은 산이 많아서 가족단위로도 많이 등산하는거 같던데.\n 근데 공만 줍다가 끝나서 흥미를 잃었던 일이 있네.\n 그래 등산같은건 같이 해도 참 좋을거 같아\n 지금은 몰라도 우리 나이 때에는 가족 공동의 취미가 많지 않았던거 같아.\n 등산은 가장 보편적이라 레저활동이라고 생각을 안했구나!\n 맞아 예전에는 가족이랑 취미는 좀 거리가 멀었지\n 등산을 하면서 오순도순 이야기도 하고 고민상담도 하면 좋을거 같아.\n 괜찮네. 단풍놀이나 갈까 그럼?\n 근데 너무 자주해도 별로일거 같아 아주 가끔씩 ㅋ
26,일반 대화,운전을 하면서 여러가지를 경험하는 것 같아요\n 어떤 경험을 말씀하시는 것인가요?\n 어떤걸 경험 하셨나요?\n 깜박이를 안넣고 끼어드는 사람이 정말 무서워요\n 그런 분들이 있기에 교통사고가 줄어들지 않는 것 같아요.\n 그런 사람들 정말 많아요\n 여기는 그런 사람이 많아서 항상 조심해요\n 네. 조심하셔야 할 것 같습니다.\n 항상 조심하셔야 해요\n 여러분은 어떠세요?\n 저도 그런 부분을 자꾸 잊어서 운전면허증을 반납했습니다.\n 저는 운전을 못해요
27,일반 대화,향기도 좋고 촉촉한 헤어에센스 어디 없나?\n 헤어에센스 대부분 다 향기 좋던데?\n 그건 그런데 내스타일인 향을 아직 못찾았어.\n 올리브영 가보면 엄청 많잖아\n 종류가 너무 많으니까 못선택하겠더라.\n 그것도 그렇지. 그 중 제일 인기있는 것 부터 써봐\n 추천해줄만한 것 있어?\n 나는 헤어에센스를 잘 안써서ㅠㅠ 잘 모르겠어.\n 응 그럼 일단 인기있는것부터 사서 써봐야겠다.\n 응 잘팔리는데에는 다 이유가 있을거야
28,일반 대화,나 단 거 너무 많이 먹었더니 당뇨 직전이래\n 헐 단 거 많이 먹으면 당뇨 와?\n 헐 어디서 들은 거야\n 그건?\n 꼭 그런 건 아닌데\n 내 생각엔 그래 ㅠ\n 병원에서\n 검진 받을 때 당뇨 초기 증상 이런 거 뜰걸 ㅠㅠ\n 이번에 검진 받으면서 들었어?\n 어 그래서 나 지금 너무 충격이야 ㅠ\n 맞아\n 나이도 어린데 걸리면 서러워\n 그래도 잘 관리하면 돌아올 거야\n 응 그래서 이제 식습관 조절해야지\n 너 이제 배민 금지\n 건강 생각해서 금지야\n 맞아\n 뭐든 음식부터 조심해야 돼\n 응 안 그래도 배달 앱 지웠어 ㅠ\n 이제 뭐 배달 시킨다 그런 말하지 말고 밥 해 먹어 ㅠㅠ\n 배달 음식이 몸에 제일 안 좋은 거야\n 이제 채식 위주로 밥상을 바꿔야지\n 귀찮으면 햇반에 반찬 사서 먹어 ㅠㅠ\n 그래\n 몸에 좋은 거만 찾아서 먹어 ㅠ
29,일반 대화,나 오늘 직구로 패딩 샀어 키키\n 패딩?\n 저번에 패딩 꺼낸 건 별로야?\n 아 진짜 나도 좀 줘라 패딩 키키\n 직구앱으로 사니까 진짜 저렴하더라\n 너 왜캐 옷을 많이 사 키키\n 아 진짜 얼마 주고 샀어 키키\n 키키 드디어 파타고니아 패딩~ 20만원\n 여자들은 옷장 터질라고 한다던데 키키\n 나도 옷 사고 싶다\n 신발이랑 저렴하게\n 키키 옷은 자주 사야 좋지\n 오 패딩 치고 저렴하네\n 나도 하나 사야겠다 키키\n 파타고니아 패딩 이쁘겠다\n 어디 보자\n 직구앱 있으니까 명품도 저렴해\n 맞아\n 그거 사진 좀 한번 보내 줘 키키\n 나도 패딩 하나 뽑아야겠다\n 안되겠다\n 나중에 사진 보여줄게\n 너도 사\n 나도 직구 사이트 이용 해봐야겠다 키키\n 명품 어떤 거\n 내가 또 명품 좋아하지
30,일반 대화,현재 고등학교까지 의무교육인데 대학교도 의무교육의 시대가 올까?\n 대학교는 더더욱 의무로 갈 필요성이 더 없어질 것 같아.\n 성인인 나이 이후에는 의무는 아니라고 생각해\n 사실 고등학교까지만 나와도 먹고 사는데 큰 지장은 없는데\n 전국민의 대학졸업자면 사회적 비용이 커지지 않을까 싶어.\n 이젠 유투버나 직업도 다양해지니까 대학은 안가는 게 낫겠더라.\n 그래 대학교는 의무교육에 포함되는건 좀 아닌거 같아\n 솔직히 난 대학교를 졸업한 게 후회돼. 차라리 그 돈으로 사업을 해봤으면 어땠을까 싶어.\n 우리때는 그저 직장인이 최고라서 졸업장은 필요했잖아.\n 적성만 잘 맞는다면 진짜 유투버 해보는것도 나쁘지 않을거 같아\n 예전에야 대학을 가는 사람이 몇 없으니 대접 받아도 이젠 누구나 가니까 큰 메리트가 없어보여.\n 우리세대가 부모가 되면 예전과는 조금 다른 인식을 갖지 않을까 싶어.\n 요즘 시대엔 굳이 대학은 필요없는거 같아
31,일반 대화,나 이번에 코오롱 스포츠 갔는데 겁나 비싸\n 아 거긴 예전부터 비싸더라 키키\n 헐 등산 용품은 다 비싸\n 아빠 등산화 하나 사 주려고 갔는데\n 어우...\n 스포츠 매장 중에 코오롱 거기가 가격 나가는 거 같더라고 ㅠㅠ\n 아버지 신발은 사드렸고?\n 눈물을 머금고 바로 사드렸지...\n 아이고\n 등산화 하나 얼마 정도 해?\n 키키 아니\n 눈물은 왜 머금은 거야 키키\n 좋은 건 보통 20만 원 정도 하더라\n 후 신발 왜캐 비싼 거야 정말 키키\n 와... 내 패딩 2개 값인데...?\n 응 그래도 아빠가 너무 좋아해서 나도 좋아 하하\n 응 그럼 된 거야 키키\n 좋아하셨으면 됐어!\n 나중에 엄마 거도 같이 사드리지 그래\n 우리 엄마 이제 골프 배우셔.\n 아 골프 옷이 더 비쌀 텐데...\n 키키 이제 다시 골프로 오신 거네...
32,일반 대화,도대체 연애때와 왜 다른 걸까요?\n 사람은 언젠가 변하지요\n 근데 그게 시기가 결혼 후네요 슬프게도\n 잡은 물고기는 밥을 안준다잖아요\n 결혼했으니 더이상 잘해줄 필요 없다 생각하는거죠\n 어항안에 갇혀 사는 거네요.\n 그 어항 밖으로 뛰쳐 나갈 수도 있다는 걸 알려줘야 할까요?\n 어머 있을때 잘하라는 말이 있는데 슬프네요\n 남자들은 다 똑같아요\n 결혼하면 남에 여자 챙기느라 바쁘죠\n 그러게요. 밖으로 뛰쳐나가면 더 기분 좋아할까요?\n 사람이 참 간사 하네요 그러지 말아야지 하는데 힘드네요\n 여자들도 남편한테 바라지 말고 즐기면서 사세요\n 그래야 결혼생활도 잘 이어갈수있어요\n 나만 집중하며 살아야겠네요.\n 나이 들면 나만 손해예요\n 그냥 나에게만 투자 하세요 그게 남는 거라네요\n 제 주변에는 와이프한테 잘해주면서 연애도 하는 사람있어요
33,일반 대화,남동생이 이제 와서 대학을 간데요.\n 너무 늦은 것도 아닌 것 같아요\n 만학도의 길을가시려고 하네요\n 군대 이제 제대했는데 다시 공부하고 싶다네요.\n 이제 군대 제대했으면 이제 시작이니 무엇이든 할 수 있어요\n 배움의 끝이 어디 있나요\n 군대도 늦게 가서 이제 29살인데 어쩌려고 그러는지 모르겠어요.\n 아 조금 많군요 걱정 되시겠어요\n 아니예요 응원해주세요 잘 할수 있어요\n 이제 가서 취직은 언제하며 결혼은 언제하는 거냐고 부모님 걱정이 엄청 많네요.\n 어차피 하기로 한 거 끝까지 성공하길 빌어볼게요\n 뒤바라지  잘 해주세요 분명히 성공할수  있습니다
34,일반 대화,"너희 이번에 스우파 막방 봄?\n 아니\n 나 그거 안 보지 키키\n 야 우리 티비 잘 안 보잖아 키키\n 나 진짜 엉엉 울었잖아...\n 막방 봤는데 엉엉 왜 울었어\n 그거 춤추는 거 아니야?\n 왜 울어\n 진짜 꼭 봐,\n 최고의 서사다,\n 나중에 한 번에 몰아서 볼게\n 나도 몰아서 보는 거 좋아함 키키\n 그냥 크루들끼리의 끈끈한 뭔가가 있어\n 아아 근데 끝나서 헤어지는 거야?\n 너가 알려 줘라\n 그럼 안 봐도 되겠다 하하\n 보면 그냥 아예 몰입됨\n 그렇지 헤어지지\n 헐 거기 안에서 만나서 그룹이 형성된 건가 보네\n 맞아\n 그런 거 보면 나도 괜히 찡하긴 해\n 아무튼 다운 받아서 너희가 봐 봐\n 알겠어\n 너가 추천했으니까 한번 볼게!\n 나도 짤로 올라온 영상 챙겨 봐야겠다 키키"
35,일반 대화,나 요즘 속이 너무 안 좋아서 병원 왔어\n 속이 안 좋아?\n 병원에서 별말 없어?\n 결국엔 약국 약으로 안 됐구나?\n 응 너무 심해져서 병원으로 왔어 ㅠ\n 그냥 처음부터 병원 바로 가지 그랬어 ㅠㅠ\n 에휴 그래서 병명은 뭐래?\n 그러게 괜히 고집 피웠나 봐 ㅠ\n 아직 몰라\n 위염 걸린 거 아냐? 속 쓰리면 위염인 거 같던데 ㅠㅠ\n 으이그 병원에 사람들은 많아?\n 위염인 거 같긴 해 사람 많지!\n 지금 병원 다니는 것도 조심히 다녀야 해 ㅠㅠ\n 가서 주사도 한대 맞고 와\n 응 주사도 맞아야지 ㅠ 마스크 잘 꼈어!\n 어어 잘 했어 ㅠㅠ 약 잘 처방 받고 꾸준히 먹어\n 그래 병원은 항상 조심해야 돼\n 응 진료 받고 연락 할께 ㅠ\n 어어 조심히 받고 와 ㅠㅠ\n 응 그래 조심해서 다녀와!
36,일반 대화,다들 조기축구 해봤어?\n 조기축구 하려고 일어나기가 힘들더라고 평생동안 안해봤어\n 조기축구는 아직 못해봤어\n 그런데 축구 끝나고 조기구이 한번 먹어주면 맛있을 것 같아\n 운동끝나고는 뭘먹어도 맛있지\n 어릴때는 몰랐는데 조기축구로 건강 챙기시는 분들이 많더라고\n 사실 조기축구가 아니고 그냥 축구도 발이 젬병이라 손으로 하는 구기스포츠가 재밌더라구\n 건강챙기려다가 괜히 더 다치는거 아냐?\n 맞아 아침 운동이 심장에 무리가 많이 간다고 알고있어\n 맞아 그래서 조심히 해야해 일상에 지장을 주면 안되니까\n 스포츠는 양날의 검이라 생각해 그냥 걷는게 최고야\n 걷는게 역시 좋긴하더라 대화하면서\n 계속 걷다보니 한쪽 종아리가 아프더라 다들 골반틀어짐을 무시하지 말길...
37,일반 대화,운전면허를 딴 지가 15년인데 장농면허예요.\n 전 면허가 아예 없어요\n 무서워서 용기내지 못했어요\n 운전은 안하면 장농면허 되요\n 천천히 처음부터 연수 해야겠네요\n 다시 연수해야 될 것 같은데 그냥 돈 주고 배우는 게 낫겠어요.\n 그럼요 운전은 가족에게 배우는거 아니래요\n 운전할일이 많지 않으면 전동 퀵보드 어때요?\n 요즘에 많이 이용하는거 같은데요\n 넘어진 적 있어서 포기했어요.\n 그건 보기만 해도 아찔 합니다.\n 하긴 퀵보다 사고 요즘 종종 뉴스에 나오더라고요\n 대중교통이 편리한데 기다리는 시간이 아깝죠?\n 맞아요. 환승해야 해서 대중교통도 불편해요.\n 다들 운전을 하셔야 겠어요 결론은 자차네요\n 저는 버스만 타고 다녀요\n 지금도 병원가려고 나왔는데 걸어가기는 싫고 버스 기다리는데 안오네요
38,일반 대화,가을에 원래 이렇게 비가 많이 오나?\n 그치 요새 비 자주오지\n 나만 그렇게 생각하는게 아니었어...\n 올해는 장마 별로 안왔지\n 아마 그랬던 것 같은데\n 원래는 천도 넘치고 이랬는데\n 맞아 올해는 그런 적 없었던 거 같아\n 매년 날씨는 예상을 할 수가 없네\n 기상청이 잘못했네 잘못했어\n 아니 근데 나 같아도 못맞출듯
39,일반 대화,우리동네 마을버스가 있어서 너무 좋아\n 마을버스 타고 다녀야하는 거야?\n 마을버스 안본지 진짜 오래 된거 같아\n 지하철에서 가까운데 동네 돌아다닐때는 마을버스가 어디든 가니까 편리해\n 나도 이사하기 전에는 많이 이용했는데 이사하고나서는 안 타고 있어.\n 우리는 마을버스도 없고 동네 일반 버스뿐인데 가는곳이 한정적이야\n 둘째 어린이집에서 소아과 갈때도 바로 앞에서 마을버스 타고 4정거장 가서 내리면 병원이 가까워\n 우리는 언덕인 동네에 마을버스가 많이 다니더라고.\n 어렸을때 동네 마을버스 아저씨 친절 했던 기억이 난다\n 다행이 우리 동네는 언덕없는 동네로 유명해.\n 그래서 어른신이 많이 사는거 같아. 마을버스도 정거장  거리가 가까워\n 마을버스 정겨웠지. 언덕동네는 필수야\n 맞아 여러모로 너무 편리하지 좋은거 같아
